[0] 1:59	Oh.
[2149] 1:40:06	Which is why I don't buy it.
[2150] 1:40:09	Okay. Um
[2151] 1:40:10	I'm going to take Mama's question right
[2152] 1:40:11	now cuz it is relevant and um on the
[2153] 1:40:14	dovetails of this.
[2154] 1:40:16	Uh Mama says, "Since our church has no
[2155] 1:40:18	pastor right now, both Papa and I are
[2156] 1:40:20	doing the baptizing on Sunday. Any
[2157] 1:40:22	advice?" Yeah, actually I got several
[2158] 1:40:25	advice pieces of advice.
[2159] 1:40:27	Advice. Um I don't know if you're just
[2160] 1:40:29	baptizing your daughter or other people,
[2161] 1:40:31	too. Okay.
[2162] 1:40:33	Um but this is the general advice.
[2163] 1:40:36	Uh basically
[2164] 1:40:39	um
[2165] 1:40:40	you talk to the the candidate
[2166] 1:40:42	beforehand.
[2167] 1:40:43	You tell them what they're actually
[2168] 1:40:45	doing and what baptism actually means.
[2169] 1:40:49	Uh allow them the
[2170] 1:40:51	way out if they don't want to do it.
[2171] 1:40:55	Uh oh, it's only your daughter? Okay.
[2172] 1:40:59	Um
[2173] 1:41:01	so if it's only your daughter, you don't
[2174] 1:41:02	have to go through that. You already
[2175] 1:41:03	know.
[2176] 1:41:05	Uh but um
[2177] 1:41:07	if I was doing this to a say a normal
[2178] 1:41:08	candidate, it would be there would be a
[2179] 1:41:11	a small meeting beforehand, just before.
[2180] 1:41:14	And it would be hey, uh
[2181] 1:41:16	you know, this is a really serious
[2182] 1:41:18	thing. You're making a promise to God
[2183] 1:41:19	that you will follow Jesus Christ for
[2184] 1:41:22	the rest of your natural life. Is that
[2185] 1:41:24	something
[2186] 1:41:26	you want to go through?
[2187] 1:41:28	Do you um and in doing that, do you
[2188] 1:41:32	understand and believe that uh uh,
[2189] 1:41:35	Jesus Christ died and rose again from
[2190] 1:41:38	the dead for your sins and that he is
[2191] 1:41:40	truly God.
[2192] 1:41:43	Okay?
[2193] 1:41:44	So,
[2194] 1:41:45	that discussion is usually done
[2195] 1:41:49	just before the baptism.
[2196] 1:41:51	And then you get out into the pool or
[2197] 1:41:53	wherever it is, okay? If you do it in
[2198] 1:41:55	baptismal tank, that's fine.
[2199] 1:41:57	Um,
[2200] 1:42:00	uh, it it I usually prefer full
[2201] 1:42:02	immersion baptism.
[2202] 1:42:05	Um, there's nothing saying you have to
[2203] 1:42:06	do full immersion, but it is the normal
[2204] 1:42:10	um, normal mode of baptism.
[2205] 1:42:13	So, um, I'm not one of those guys who
[2206] 1:42:15	thinks that sprinkling is invalid or
[2207] 1:42:17	pouring is invalid. Uh, but I do think
[2208] 1:42:20	that in full immersion is normal, okay?
[2209] 1:42:24	Another thing,
[2210] 1:42:25	um,
[2211] 1:42:27	when you do dunk them,
[2212] 1:42:30	have them put their hands over their
[2213] 1:42:31	nose
[2214] 1:42:34	because one of the things that happens
[2215] 1:42:36	is if you take them back, you basically
[2216] 1:42:39	put
[2217] 1:42:41	uh, they you
[2218] 1:42:42	they put their hands over their nose,
[2219] 1:42:43	you put the hand over that and support
[2220] 1:42:46	their back as you take them backwards
[2221] 1:42:48	and then you bring them right back up,
[2222] 1:42:50	okay?
[2223] 1:42:52	The reason why they put the hands over
[2224] 1:42:53	the nose is to keep water from just go
[2225] 1:42:55	sloshing up there.
[2226] 1:42:57	>> [laughter]
[2227] 1:42:58	>> Okay?
[2228] 1:42:59	That happens.
[2229] 1:43:01	Okay?
[2230] 1:43:03	So,
[2231] 1:43:06	uh, you want to prevent that from
[2232] 1:43:07	happening.
[2233] 1:43:09	Uh, the other the other thing I do is
[2234] 1:43:12	when I baptize people, I also chrismate
[2235] 1:43:14	them.
[2236] 1:43:16	Okay?
[2237] 1:43:17	Mama, yep, I remember that from
[2238] 1:43:19	baptizing my 12-year-old. Yeah.
[2239] 1:43:24	It will go up the nose if they don't if
[2240] 1:43:26	there isn't some sort of break there.
[2241] 1:43:28	The vacuum of them going into the water
[2242] 1:43:30	will come rushing right up at their nose
[2243] 1:43:32	and it's not a good experience.
[2244] 1:43:36	And Charlie H, no water port baptisms.
[2245] 1:43:44	Okay. Um
[2246] 1:43:47	You basically so you basically do the
[2247] 1:43:49	baptismal formula. I baptize you in the
[2248] 1:43:51	name of the Father, the Son, and the
[2249] 1:43:53	Holy Spirit unto new life.
[2250] 1:43:56	In the water,
[2251] 1:43:57	bring him back out. Okay?
[2252] 1:44:00	That's the baptism part.
[2253] 1:44:02	Get them dried off and then what you do
[2254] 1:44:04	is you chrismate them. And the way you
[2255] 1:44:06	chrismate,
[2256] 1:44:07	get a little bit of wa- olive oil
[2257] 1:44:10	and you dip your thumb and you do the
[2258] 1:44:12	sign of the cross on the forehead.
[2259] 1:44:15	Okay?
[2260] 1:44:16	And you basically say, "I chrismate you
[2261] 1:44:19	in the name of the Father, the Son, and
[2262] 1:44:20	the Holy Spirit."
[2263] 1:44:23	Now,
[2264] 1:44:25	almost all
[2265] 1:44:26	churches just most churches will do just
[2266] 1:44:30	the baptism.
[2267] 1:44:33	But some will do baptism and
[2268] 1:44:35	chrismation.
[2269] 1:44:37	Um I was baptized as a free Methodist.
[2270] 1:44:42	So I got both. I got both the um
[2271] 1:44:47	the um
[2272] 1:44:49	baptism and the chrismation.
[2273] 1:44:52	I did not know how handy that was going
[2274] 1:44:54	to be.
[2275] 1:44:56	Uh in the case of Roman Catholicism, you
[2276] 1:44:58	get baptized first. You then go through
[2277] 1:45:01	confirmation and then you get
[2278] 1:45:03	chrismated. So they separate the two.
[2279] 1:45:08	Uh Eastern Orthodox tend to chrismate at
[2280] 1:45:11	at baptism.
[2281] 1:45:13	So
[2282] 1:45:16	>> [laughter]
[2283] 1:45:17	>> AJ Higgins, Dr. Folk, denomination
[2284] 1:45:21	confirmed? No.
[2285] 1:45:23	>> [laughter]
[2286] 1:45:24	>> I I don't think I'm a Free Methodist
[2287] 1:45:26	anymore.
[2288] 1:45:29	But when I was one,
[2289] 1:45:31	that's that's that's what they did.
[2290] 1:45:37	Uh Mom asked, "What's the purpose of the
[2291] 1:45:39	meaning of the olive oil thing and how
[2292] 1:45:40	do you spell it?" Um
[2293] 1:45:42	I will spell it in the chat here.
[2294] 1:45:51	That's how you spell it.
[2295] 1:45:52	And the purpose is it's to to show that
[2296] 1:45:55	you're sealed but in Christ.
[2297] 1:45:57	Um that's what it's that's the purpose
[2298] 1:45:59	of it. It's that that not only are you
[2299] 1:46:02	made promise, you're now sealed unto
[2300] 1:46:05	Christ.
[2301] 1:46:07	So that's that is the purpose of it.
[2302] 1:46:11	Okay?
[2303] 1:46:12	So that that's the purpose of of the
[2304] 1:46:14	chrismation is to show the sealing.
[2305] 1:46:16	And as I say, I just do it because um
[2306] 1:46:22	um
[2307] 1:46:24	a lot of churches when they look at say
[2308] 1:46:26	baptisms,
[2309] 1:46:27	okay?
[2310] 1:46:28	If you ever have to apply to another
[2311] 1:46:30	church,
[2312] 1:46:31	it saves you some some some
[2313] 1:46:35	some issues.
[2314] 1:46:36	It just saves you issues to be
[2315] 1:46:38	chrismated as well.
[2316] 1:46:41	So it allows it allows the person to I
[2317] 1:46:45	mean, there are people who want to say
[2318] 1:46:46	tether the person to a particular
[2319] 1:46:48	denomination.
[2320] 1:46:49	And and I don't think that's a good use
[2321] 1:46:53	of baptism.
[2322] 1:46:55	Um
[2323] 1:46:57	but chrismating them also gives them the
[2324] 1:47:00	freedom that should God call them to
[2325] 1:47:03	another denomination,
[2326] 1:47:05	it's one more thing they don't have to
[2327] 1:47:06	worry about.
[2328] 1:47:08	And it doesn't harm anything.
[2329] 1:47:15	So
[2330] 1:47:17	Mama goes, "I have literally never heard
[2331] 1:47:20	of this."
[2332] 1:47:22	You probably have seen it and you just
[2333] 1:47:25	didn't know what it was.
[2334] 1:47:28	Uh
[2335] 1:47:29	I mean, when
[2336] 1:47:31	when I was chrismated,
[2337] 1:47:36	the pastor
[2338] 1:47:37	didn't announce what it was.
[2339] 1:47:40	He just did it.
[2340] 1:47:43	Yeah.
[2341] 1:47:45	So, you've probably seen it. You just
[2342] 1:47:47	probably don't recognize it.
[2343] 1:47:51	Or you might even see this sometimes.
[2344] 1:47:53	You might see that shiny mark of the
[2345] 1:47:55	cross on on on the top of a cuz cuz they
[2346] 1:47:58	don't dry that off. That's that's
[2347] 1:47:59	supposed to stay until you're in take
[2348] 1:48:01	your next shower or whatever.
[2349] 1:48:03	Um
[2350] 1:48:04	so, you sometimes see uh on baptism um
[2351] 1:48:07	candidates afterwards a shiny cross on
[2352] 1:48:09	their forehead not knowing what was it
[2353] 1:48:11	was.
[2354] 1:48:12	So,
[2355] 1:48:15	Yeah. Uh if Bom Papa was raised Catholic
[2356] 1:48:20	Chrismated, yeah.
[2357] 1:48:22	I bet Mama says, I bet Bom Papa who was
[2358] 1:48:24	raised Catholic has. Oh, yeah. If he's
[2359] 1:48:26	been confirmed if Bom Papa was confirmed
[2360] 1:48:29	in the Catholic Church, he's been
[2361] 1:48:30	chrismated.
[2362] 1:48:32	That's part of their confirmation
[2363] 1:48:34	ceremony. So,
[2364] 1:48:42	AJ Hagen says, I don't think this
[2365] 1:48:44	happens as often in low church
[2366] 1:48:45	denominations. No, it doesn't, but it
[2367] 1:48:48	has happened it doesn't stop.
[2368] 1:48:51	I mean, the Free Methodists are not a
[2369] 1:48:53	high church denomination. Not even
[2370] 1:48:55	close. But, that they do it. So,
[2371] 1:49:02	So, it does happen in some churches.
[2372] 1:49:04	It's just just not as common.
[2373] 1:49:16	Okay, next here.
[2374] 1:49:24	I want to thank Smiley Bon Bon for that
[2375] 1:49:26	super sticker of 99 cents. Thank you so
[2376] 1:49:28	very much. We really appreciate your
[2377] 1:49:30	support of the channel.
[2378] 1:49:42	All right.
[2379] 1:49:51	Darkblade asks, does Amazon pay American
[2380] 1:49:54	or Canadian tax for the cut it takes on
[2381] 1:49:57	your book sales?
[2382] 1:49:59	Um
[2383] 1:50:02	Well, they pay Canadian
[2384] 1:50:05	or American tax depending on their
[2385] 1:50:07	retail
[2386] 1:50:09	distribution. So, if you're doing it
[2387] 1:50:11	through
[2388] 1:50:12	um
[2389] 1:50:13	amazon.ca, you're going to pay Canadian
[2390] 1:50:15	tax. If you use amazon.com,
[2391] 1:50:18	you'll pay US tax.
[2392] 1:50:20	Okay.
[2393] 1:50:22	And
[2394] 1:50:24	um
[2395] 1:50:29	So, it's it's it's taking it's taking
[2396] 1:50:31	that's a sales tax thing and it's just
[2397] 1:50:33	sort of not beyond it's
[2398] 1:50:35	doesn't affect me in any way.
[2399] 1:50:48	Lucenable, why do people in the US or at
[2400] 1:50:50	least on the internet hate Amazon?
[2401] 1:50:53	Oh. Oh, I can tell you why they hate
[2402] 1:50:56	Amazon.
[2403] 1:50:58	Um
[2404] 1:50:59	because they use their power as a of a
[2405] 1:51:01	as a monopoly to extort more money out
[2406] 1:51:05	of their vendors.
[2407] 1:51:06	That's the reason.
[2408] 1:51:09	Uh
[2409] 1:51:10	Like for example, every book
[2410] 1:51:13	that I sell,
[2411] 1:51:16	they insist
[2412] 1:51:19	Every book I sell,
[2413] 1:51:20	they insist I
[2414] 1:51:22	give them a 55%
[2415] 1:51:26	discount.
[2416] 1:51:29	Okay? So, there's a sticker If if you
[2417] 1:51:31	see the sticker price on the book,
[2418] 1:51:34	and it might say $30 for a book.
[2419] 1:51:37	55% of that
[2420] 1:51:40	is the discount they get.
[2421] 1:51:44	And so, they can make profit on that
[2422] 1:51:45	55%.
[2423] 1:51:49	So,
[2424] 1:51:50	um they use their monopoly to eke out a
[2425] 1:51:53	larger and larger percentage
[2426] 1:51:56	progressively.
[2427] 1:51:58	Um
[2428] 1:52:01	Uh that's one reason to hate them.
[2429] 1:52:04	Another reason to hate them is because
[2430] 1:52:06	they are a real awful company to work
[2431] 1:52:07	for.
[2432] 1:52:10	Really awful.
[2433] 1:52:14	Yeah. Like like company store slaves
[2434] 1:52:16	kind of awful.
[2435] 1:52:18	Um
[2436] 1:52:19	if you work in high-tech for Amazon, for
[2437] 1:52:22	example,
[2438] 1:52:23	they've got this policy
[2439] 1:52:25	where
[2440] 1:52:27	if you work for them for 5 years,
[2441] 1:52:30	you can start investing in their stock
[2442] 1:52:33	company stock purchase plan.
[2443] 1:52:35	The catch is
[2444] 1:52:37	that they make sure that they fire
[2445] 1:52:42	80% of their tech employees by year
[2446] 1:52:45	four.
[2447] 1:52:50	So,
[2448] 1:52:52	they're an awful company to work for.
[2449] 1:52:54	Uh they're an awful company to authors.
[2450] 1:52:58	They're just an awful company.
[2451] 1:53:02	So, and and they're using their power of
[2452] 1:53:06	the monopoly to manipulate the market.
[2453] 1:53:09	So,
[2454] 1:53:10	yeah, it's uh they're not good. Not
[2455] 1:53:12	good. I don't like them, but they're the
[2456] 1:53:14	only game in town.
[2457] 1:53:19	Bubble trouble 80%? Yeah, 80%.
[2458] 1:53:23	So, if you're not in their top
[2459] 1:53:26	20% of employees,
[2460] 1:53:29	by the time you hit year four,
[2461] 1:53:32	you're gone.
[2462] 1:53:43	Uh
[2463] 1:53:45	I
[2464] 1:53:46	Thomas says, "Any Amazon and Amazon
[2465] 1:53:48	decides what books are not to be sold?"
[2466] 1:53:51	And to its own extent, yeah. A lot of
[2467] 1:53:53	that's controlled by their algorithm,
[2468] 1:53:55	but they have they have said retracted
[2469] 1:53:58	certain uh ebooks from sale.
[2470] 1:54:01	Um and I think that's been pretty pretty
[2471] 1:54:03	nasty, too. Like, for example, um
[2472] 1:54:06	if you're if you old if you own an old
[2473] 1:54:09	Kindle,
[2474] 1:54:10	they just bricked your Kindle.
[2475] 1:54:13	Yeah.
[2476] 1:54:14	That was dirty.
[2477] 1:54:17	Yeah. And all those people who who
[2478] 1:54:19	bought books on on Kindle for thinking
[2479] 1:54:22	that they would have them forever,
[2480] 1:54:24	uh-uh, they're gone.
[2481] 1:54:26	They bricked your Kindles.
[2482] 1:54:30	That's a violation
[2483] 1:54:32	of
[2484] 1:54:33	copyright.
[2485] 1:54:34	Yeah, but um they work that all into
[2486] 1:54:37	their
[2487] 1:54:38	into their
[2488] 1:54:40	to their terms of service, so.
[2489] 1:54:41	>> It's still a violation
[2490] 1:54:43	Yeah.
[2491] 1:54:44	>> of law.
[2492] 1:54:45	They
[2493] 1:54:47	They
[2494] 1:54:48	Yeah.
[2495] 1:54:57	Uh Golden Wind says, uh "On baptism when
[2496] 1:54:59	asking the candidates about divinity of
[2497] 1:55:02	Jesus. What if they are unsure but still
[2498] 1:55:05	want to follow Jesus and seek
[2499] 1:55:06	forgiveness?
[2500] 1:55:08	Um
[2501] 1:55:10	I would delay the baptism.
[2502] 1:55:13	I would advise that that baptism be
[2503] 1:55:15	delayed.
[2504] 1:55:17	Cuz here's the thing. Baptism is for
[2505] 1:55:19	believers to commit themselves
[2506] 1:55:22	to a life of serving Christ.
[2507] 1:55:24	If they're not sure
[2508] 1:55:26	that they want to commit to that,
[2509] 1:55:29	then it's better to delay the baptism.
[2510] 1:55:36	Mama says,
[2511] 1:55:40	um
[2512] 1:55:41	Amazon's fine print is approaching
[2513] 1:55:43	Disney levels of evil. Oh, yeah. Oh,
[2514] 1:55:46	yeah. Disney Disney has some real levels
[2515] 1:55:49	of evil, too.
[2516] 1:55:54	Mama says,
[2517] 1:55:55	they could still start following Christ.
[2518] 1:55:57	Absolutely. Yeah, absolutely.
[2519] 1:56:01	I mean, I'm not one of these people who
[2520] 1:56:02	says dunk them fast.
[2521] 1:56:05	You know, make sure they're make sure
[2522] 1:56:06	they're in the faith.
[2523] 1:56:08	This is a life
[2524] 1:56:09	Yeah, this is a life commitment.
[2525] 1:56:12	If they're not yet in the faith, they
[2526] 1:56:14	should not be making a life commitment
[2527] 1:56:16	around the faith.
[2528] 1:56:19	I mean, once they make that commitment,
[2529] 1:56:21	then
[2530] 1:56:22	to follow Christ and they're sure and
[2531] 1:56:24	they're they understand what they're
[2532] 1:56:26	getting into,
[2533] 1:56:28	that's when you baptize them.
[2534] 1:56:38	AJ Higgins says, have you heard of the
[2535] 1:56:40	Niese of power scandal? No, I haven't.
[2536] 1:56:43	This priest delayed his baptism and he's
[2537] 1:56:45	now deleting all his Christian content.
[2538] 1:56:48	Okay.
[2539] 1:56:51	That would be
[2540] 1:56:53	kind of
[2541] 1:56:55	confirming that he
[2542] 1:56:56	Yeah, it it kind of confirms he ready to
[2543] 1:56:58	get baptized then.
[2544] 1:57:02	Yeah, not knowing about any of the
[2545] 1:57:03	details of this.
[2546] 1:57:05	Um, I can't really say but
[2547] 1:57:08	too much but um
[2548] 1:57:10	it does suggest that he wasn't quite
[2549] 1:57:12	ready for baptism.
[2550] 1:57:19	Okay, moving on here.
[2551] 1:57:28	Uh, Mayor Mayor asks, do you have any
[2552] 1:57:30	thoughts on the dietary practices of
[2553] 1:57:32	Homo sapiens
[2554] 1:57:34	as an evolutionary biology, the origins
[2555] 1:57:36	of man, origin of Homo sapiens
[2556] 1:57:39	and the modern diet today. Uh, I think
[2557] 1:57:42	we were still not quite sure about what
[2558] 1:57:45	the diet of
[2559] 1:57:47	Homo sapiens
[2560] 1:57:48	was.
[2561] 1:57:50	Um
[2562] 1:57:53	and that doesn't even necessarily mean
[2563] 1:57:55	it's the best diet.
[2564] 1:57:58	Uh, it is true that we are uh the food
[2565] 1:58:01	we eat today has more nutrition
[2566] 1:58:03	than the food of the past. We know this.
[2567] 1:58:06	This is not a
[2568] 1:58:08	um
[2569] 1:58:12	um
[2570] 1:58:14	So, anyway, that's
[2571] 1:58:17	I would say I would say we wouldn't want
[2572] 1:58:18	to use the dietary past uh
[2573] 1:58:22	practices of our ancestors to saying
[2574] 1:58:24	this is a normative diet for us today.
[2575] 1:58:27	Um, it just it's it's it's a poor guide.
[2576] 1:58:30	Basically, the the dietary practices of
[2577] 1:58:33	the past included things that were
[2578] 1:58:35	pretty toxic.
[2579] 1:58:38	Um
[2580] 1:58:40	Like there's a certain bean that that uh
