[0] 1:48	Heat.
[1697] 1:30:01	it isn't uncommon. I mean, if I don't
[1698] 1:30:04	know how many archives most of you guys
[1699] 1:30:05	have been, but they're not impressive.
[1700] 1:30:09	Uh, I was just at a a conference
[1701] 1:30:14	uh uh science fiction conference before
[1702] 1:30:16	I went to ETSS. The two days before I
[1703] 1:30:18	went to ETSS, I went to a science
[1704] 1:30:19	fiction con uh convention
[1705] 1:30:23	and they had they had a um they had a a
[1706] 1:30:27	a little panel on archives and um
[1707] 1:30:34	and forbidden knowledge, forbidden
[1708] 1:30:35	knowledge in archives. And I was the
[1709] 1:30:39	only one on the panel who's actually
[1710] 1:30:40	been in an archive. [laughter]
[1711] 1:30:46	One of the kinds of
[1712] 1:30:50	allbidden knowledge
[1713] 1:30:55	[laughter] in library that
[1714] 1:30:58	>> Yeah. Yeah. one of the one of those guys
[1715] 1:31:00	at the panel, he he had he wrote in a
[1716] 1:31:03	fiction series on how all the forbidden
[1717] 1:31:06	knowledge was carefully bound in books
[1718] 1:31:08	and put on the library shelves. Like,
[1719] 1:31:11	no, that's not what happens to forbidden
[1720] 1:31:13	knowledge,
[1721] 1:31:16	okay? That just that just doesn't
[1722] 1:31:18	archives work, you know? It's like if
[1723] 1:31:22	you go into an archive,
[1724] 1:31:24	you see file boxes, tons and tons of
[1725] 1:31:28	those white file boxes,
[1726] 1:31:31	and you open them up, and you just hope
[1727] 1:31:34	the pages aren't sticking to each other.
[1728] 1:31:38	Okay.
[1729] 1:31:42	Uh,
[1730] 1:31:51	so I mean banker's boxes. Yeah, exactly.
[1731] 1:31:54	They're banker's boxes.
[1732] 1:31:57	Yeah, absolutely. They're banker's
[1733] 1:31:59	boxes. That's what most archives are
[1734] 1:32:00	using at banker boxes cuz most archives
[1735] 1:32:05	contain uh loosely bound materials.
[1736] 1:32:08	Okay. So, so they're basically file
[1737] 1:32:11	folders of correspondence
[1738] 1:32:13	and that sort of thing. They don't
[1739] 1:32:15	actually contain books.
[1740] 1:32:22	Absolutely. They're banker boxes. Um,
[1741] 1:32:29	in fact, if you're looking for say
[1742] 1:32:31	forbidden knowledge, you're not going to
[1743] 1:32:32	find it in a bound volume like uh those
[1744] 1:32:35	guys like um uh what's his name now? um
[1745] 1:32:40	Dan Wallace, you know, he'll he'll look
[1746] 1:32:43	for New Testament texts
[1747] 1:32:46	and he says
[1748] 1:32:48	you're almost never going to find
[1749] 1:32:52	um say New Testament
[1750] 1:32:54	fragments
[1751] 1:32:56	in say bound books. Normally you'll
[1752] 1:33:00	sometimes see a page that got ripped out
[1753] 1:33:02	of an book and got stuffed into another.
[1754] 1:33:04	Or sometimes he'll say he says you'll
[1755] 1:33:07	find them sometimes in rebound volumes
[1756] 1:33:09	where say a librarian got a stack of
[1757] 1:33:11	loose papers and just sort of bound them
[1758] 1:33:14	together higglypiggly.
[1759] 1:33:17	So um you'll you'll find more sort of
[1760] 1:33:21	forbidden knowledge and that sort of
[1761] 1:33:22	thing in marginelia than you actually
[1762] 1:33:24	will in a properly bound and published
[1763] 1:33:28	book. So,
[1764] 1:33:32	so yeah, banker's boxes, that's what you
[1765] 1:33:35	find in archives. Most archives are like
[1766] 1:33:36	that.
[1767] 1:33:38	So,
[1768] 1:33:41	so yeah, that's that's that's how a lot
[1769] 1:33:43	of that's done.
[1770] 1:33:45	And uh but on ancient neareastern
[1771] 1:33:47	materials, you'll find them more in
[1772] 1:33:49	trays.
[1773] 1:33:53	In the case of the oxyrius papyrii shoe
[1774] 1:33:56	boxes,
[1775] 1:34:00	shoe boxes.
[1776] 1:34:02	Um there is there is a particular set of
[1777] 1:34:05	oxyus papyrii that are nothing but these
[1778] 1:34:08	tiny fragments
[1779] 1:34:11	and they've got shoe boxes
[1780] 1:34:14	full of these
[1781] 1:34:16	fragments
[1782] 1:34:18	that they can't place to anyone text.
[1783] 1:34:22	So, so that's sort of how this works in
[1784] 1:34:26	in the real world.
[1785] 1:34:28	So,
[1786] 1:34:44	all right. So I think we answered here
[1787] 1:34:46	how how archiving and documents are
[1788] 1:34:49	source documents are done in the ancient
[1789] 1:34:50	near east here. Uh again most of these
[1790] 1:34:52	are going to be in trays or in large
[1791] 1:34:56	library cabinets or in in specially
[1792] 1:35:00	designed boxes for this sort of thing.
[1793] 1:35:06	>> Yeah. The one to two inch thick drawers.
[1794] 1:35:08	Yeah.
[1795] 1:35:08	>> That's really
[1796] 1:35:10	>> Yeah. It's one of the best for
[1797] 1:35:11	especially koiform tablets.
[1798] 1:35:16	Okay, next one here.
[1799] 1:35:26	Next.
[1800] 1:35:42	Milo Mortimer asks
[1801] 1:35:44	Did the ancient Egyptians defile statues
[1802] 1:35:46	of pharaohs they didn't like
[1803] 1:35:47	specifically by removing the noses? Um,
[1804] 1:35:52	there's a there's some issue with the
[1805] 1:35:54	whole removing of the nose thing.
[1806] 1:35:57	We don't know if it's intentional
[1807] 1:36:01	or if it's accidental.
[1808] 1:36:04	Um the thing with the removing of the
[1809] 1:36:06	nose thing is
[1810] 1:36:10	um
[1811] 1:36:13	on any statue the nose is going to be
[1812] 1:36:15	the most delicate thing
[1813] 1:36:18	because when a statue collapses hits
[1814] 1:36:20	face forward, guess what breaks first?
[1815] 1:36:24	If you trip and fall face first, guess
[1816] 1:36:27	what breaks first? [laughter]
[1817] 1:36:34	>> [laughter]
[1818] 1:36:39	>> They say I got you.
[1819] 1:36:42	[laughter]
[1820] 1:36:44	Come follow up. Did they say I got your
[1821] 1:36:47	nose as a taunt?
[1822] 1:36:50	I don't know. Could be. Could be.
[1823] 1:36:58	Kard, what about the statues of men?
[1824] 1:37:02	No.
[1825] 1:37:03	>> No. The nose didn't break off first on
[1826] 1:37:05	that one. We'll leave it at that. We'll
[1827] 1:37:08	leave it at that.
[1828] 1:37:15	Uh, I did hear a story about this
[1829] 1:37:17	though,
[1830] 1:37:19	uh, at this year's Azor.
[1831] 1:37:22	Um, this one came to me from Mark
[1832] 1:37:24	Jansen.
[1833] 1:37:27	He had uh Peter Brandt
[1834] 1:37:31	come in to give a uh who's who's he's at
[1835] 1:37:34	uh Peter Brandt's at the University of
[1836] 1:37:35	Memphis. He had uh um he had Peter
[1837] 1:37:41	Brandt come in and give a presentation
[1838] 1:37:43	to the biblical archaeologists at
[1839] 1:37:45	Lipcom.
[1840] 1:37:48	And
[1841] 1:37:50	Brandt had
[1842] 1:37:52	a statue of men on the background of his
[1843] 1:37:55	laptop.
[1844] 1:37:59	[laughter]
[1845] 1:38:00	>> Well, that could have
[1846] 1:38:03	>> Oh, it certainly caught everyone's
[1847] 1:38:05	attention at Lipscom. [laughter]
[1848] 1:38:12	Oh god.
[1849] 1:38:14	Yeah. [laughter]
[1850] 1:38:17	Oh my. Yep.
[1851] 1:38:21	[laughter]
[1852] 1:38:23	Oh boy.
[1853] 1:38:25	Yeah, that kind of created a bit of a
[1854] 1:38:27	stir. [laughter]
[1855] 1:38:34	Okay,
[1856] 1:38:37	next. Let's go on here.
[1857] 1:38:41	Uh so um
[1858] 1:38:44	when they did tend to devise statues and
[1859] 1:38:46	such, they usually tended to hack out
[1860] 1:38:48	the whole face. Okay, that's that's
[1861] 1:38:51	typically how the Dishio memorial
[1862] 1:38:53	worked. It was usually not restricted to
[1863] 1:38:55	just the nose. It usually included the
[1864] 1:38:57	entire face. Okay, so I'm really never
[1865] 1:39:02	sure if they if they just did it by
[1866] 1:39:04	removing the nose alone. If they
[1867] 1:39:06	chiseled out the hands, if they chiseled
[1868] 1:39:08	out the face, the whole face, then yeah,
[1869] 1:39:10	that's probably dim memor uh which is um
[1870] 1:39:14	damnation of memory. Okay. So, um they
[1871] 1:39:20	would typically not do it just to the
[1872] 1:39:24	nose.
[1873] 1:39:25	That was typically not just it wasn't
[1874] 1:39:28	just that. They would usually chisel out
[1875] 1:39:30	the whole face. So,
[1876] 1:39:36	So I don't think the damage to the nose
[1877] 1:39:39	is sufficient warrant to say that that
[1878] 1:39:43	that was a defilement.
[1879] 1:39:45	So that's sort of my view on this. The
[1880] 1:39:47	nose on on statues is just too easy to
[1881] 1:39:49	damage
[1882] 1:39:51	for it to be a deciding factor of
[1883] 1:39:53	whether it's accidental or intentional
[1884] 1:39:57	damage to the to the piece.
[1885] 1:40:02	So,
[1886] 1:40:05	so I leave it at that.
[1887] 1:40:08	Maybe, maybe not.
[1888] 1:40:25	Jeez.
[1889] 1:40:29	Kellard. No, you're wrong. They wanted
[1890] 1:40:32	to hide they had that they had
[1891] 1:40:33	subsaharan features. I saw it on a
[1892] 1:40:35	Facebook infographic. Oh, good grief.
[1893] 1:40:40	I I've seen that infographic, too. It's
[1894] 1:40:43	just so wrong on so many levels.
[1895] 1:40:57	But but the Egyptians thought the nose
[1896] 1:40:59	was the way to the afterlife. [laughter]
[1897] 1:41:03	Could be.
[1898] 1:41:09	[laughter]
[1899] 1:41:10	Yeah. This is why they did the opening
[1900] 1:41:13	of the nose ceremony instead of the
[1901] 1:41:14	opening of the mouth ceremony. Right.
[1902] 1:41:15	[laughter]
[1903] 1:41:19	It's the opening of the mouth ceremony,
[1904] 1:41:22	not the opening of the nose. Just to be
[1905] 1:41:24	clear.
[1906] 1:41:26	[laughter]
[1907] 1:41:37	Oh boy.
[1908] 1:41:43	Let's move on here.
[1909] 1:41:47	Uh AJ Higgins for $5. Thank you for the
[1910] 1:41:49	super chat.
[1911] 1:41:51	Can we say for sure that Ushu on Sinak's
[1912] 1:41:55	wall is the city of uh Iskindon before
[1913] 1:42:00	Alexander took it and he studies journal
[1914] 1:42:03	from Steven Compton? I don't know. I
[1915] 1:42:04	haven't read the article so I couldn't
[1916] 1:42:07	say. I'm really not an a seriologist
[1917] 1:42:09	either so I'm not really the best guy to
[1918] 1:42:11	ask that question for about anyway. Um,
[1919] 1:42:14	I do have some knowledge of a seriology,
[1920] 1:42:16	but it's not it was it was not
[1921] 1:42:17	especially mine. So, that's sort of a
[1922] 1:42:21	question that you would have to ask
[1923] 1:42:22	really asking a seriologist. Okay. Um,
[1924] 1:42:27	but I'm I'm not really so much so um I
[1925] 1:42:31	don't keep track of a seriology at that
[1926] 1:42:34	level of detail. Okay. So,
[1927] 1:42:36	unfortunately, I can't answer that
[1928] 1:42:38	question. But, um, thank you for asking.
[1929] 1:42:48	Oh jeez.
[1930] 1:42:51	Ushu is not a name. His mother sneezed
[1931] 1:42:52	when someone asked what to name the
[1932] 1:42:54	baby. Uh okay.
[1933] 1:43:02	Uh Dark Blade, the benediction on the
[1934] 1:43:04	departed is Maharu. True of voice, not
[1935] 1:43:07	true of nose.
[1936] 1:43:10	[laughter]
[1937] 1:43:13	Oh boy.
[1938] 1:43:18	Uh thank you Jack Ray for those uh uh 20
[1939] 1:43:22	uh the gift of 20 ancient Egypt in the
[1940] 1:43:25	Bible memberships. We really appreciate
[1941] 1:43:26	that. Your generosity to this channel
[1942] 1:43:29	has really kept us going. We so
[1943] 1:43:32	appreciate that especially as YouTube
[1944] 1:43:35	has turned the uh clamps on to us.
[1945] 1:43:37	though. Um, we really do appreciate the
[1946] 1:43:40	support at this particular time. Very
[1947] 1:43:42	much appreciate it. Thank you so very
[1948] 1:43:44	much.
[1949] 1:43:57	Okay,
[1950] 1:44:02	I think we're getting to the end here.
[1951] 1:44:05	Oh
[1952] 1:44:08	uh Camilar for $2 question below cuz
[1953] 1:44:11	money is low. Yeah, join the club.
[1954] 1:44:15	All right. Uh
[1955] 1:44:18	I got the question. Yep. Uh, I recently
[1956] 1:44:21	learned that supposedly the protosemitic
[1957] 1:44:24	meaning of nas was lion, a meaning
[1958] 1:44:29	retained in languages like Aadian while
[1959] 1:44:32	becoming the word for serpent in the
[1960] 1:44:34	western Semitic languages. Um, yep,
[1961] 1:44:38	there is a nash that means lion in
[1962] 1:44:40	eastern Semitic. Um
[1963] 1:44:45	we not sure though of the um of the
[1964] 1:44:49	protosemitic meaning. Um
[1965] 1:44:54	the problem we have with protosemitic is
[1966] 1:44:57	that it is a speculative language. It's
[1967] 1:44:59	a it's a
[1968] 1:45:02	how do we say this? It's a
[1969] 1:45:07	it's a theoretical language.
[1970] 1:45:10	Theoretical language.
[1971] 1:45:12	It's based upon other Semitic dialects
[1972] 1:45:14	that have been sort of put together to
[1973] 1:45:18	create
[1974] 1:45:20	um um a theoretical
[1975] 1:45:25	base language, archaic Semitic or
[1976] 1:45:27	protosemitic.
[1977] 1:45:29	Um but it's not an extent language. It's
[1978] 1:45:32	not a language we have a lot of we don't
[1979] 1:45:35	have text for it. So,
[1980] 1:45:39	um I I'm very very careful about how Oh,
[1981] 1:45:43	it's continued further on. Okay.
[1982] 1:45:46	Uh okay. Where's the next part of it
[1983] 1:45:48	then?
[1984] 1:45:50	Um I don't have that.
[1985] 1:45:55	Okay. 933.
[1986] 1:45:59	Okay.
[1987] 1:46:01	Uh continue. Depending on the age of
[1988] 1:46:03	Genesis 3 story and if it were handed
[1989] 1:46:05	down orally, do you think it's possible
[1990] 1:46:07	that the serpent was intended to be a
[1991] 1:46:08	lion? Question from a friend. Uh, no,
[1992] 1:46:10	it's not intended to be a lion. Um,
[1993] 1:46:14	the whole idea of of on the belly you
[1994] 1:46:18	shall crawl. Yeah, that's it's really an
[1995] 1:46:21	illusion to a snake. Um, cuz and eating
[1996] 1:46:25	dust. Crawl. You crawl on a belly and
[1997] 1:46:27	eat dust. Lions don't do either.
[1998] 1:46:31	Okay, first of all, lions don't sit in
[1999] 1:46:33	trees generally.
[2000] 1:46:35	Okay,
[2001] 1:46:38	if they do, they're very confused or hi.
[2002] 1:46:42	[laughter]
[2003] 1:46:45	>> Got to that catnip again. [laughter]
[2004] 1:46:48	hanging upside down.
[2005] 1:46:55	>> Okay. So, yeah. Um it's clear that the
[2006] 1:46:58	Genesis 3 story is not referring to a
[2007] 1:47:00	lion. Uh it it's it's it's referring to
[2008] 1:47:04	some sort of snake.
[2009] 1:47:06	And um at least at least in the uh
[2010] 1:47:14	explain first Peter 5'8. Sure. Call
[2011] 1:47:18	proof texting.
[2012] 1:47:23	[laughter]
[2013] 1:47:26	Then explain first Peter 5'8 and repent.
[2014] 1:47:30	Oh, I get those types all the time.
[2015] 1:47:32	Let's do that anyway. Let's have some
[2016] 1:47:34	fun.
[2017] 1:47:36	First Peter
[2018] 1:47:38	five
[2019] 1:47:42	8. Be sober. Uh, be a sober spirit. Be
[2020] 1:47:45	on alert. Your adversary, the devil,
[2021] 1:47:46	prowls like a roaring lion. Like a
[2022] 1:47:49	roaring lion, seeking someone to devour.
[2023] 1:47:51	Yeah. Okay. Yeah. This is called proof
[2024] 1:47:53	texting. It's where you take a uh one
[2025] 1:47:56	verse out of context and apply to
[2026] 1:47:58	another.
[2027] 1:47:59	Got to love Got to love that proof
[2028] 1:48:01	texting.
[2029] 1:48:10	Yeah. Annie Manu Capnip does affect
[2030] 1:48:13	lions. It does. It does affect lions.
[2031] 1:48:17	Same neuro receptor. So absolutely.
[2032] 1:48:33	Uh, is this our daily dose of people
[2033] 1:48:35	calling Dr. Faulk a heretic who needs to
[2034] 1:48:37	repent? Hey, you know what? the uh the
[2035] 1:48:41	widow hunter of Ron Wyatt called me an
[2036] 1:48:43	atheist
[2037] 1:48:45	at Azor
[2038] 1:48:52	actually.
[2039] 1:48:57	Oh, I got so much stuff for Monday it's
[2040] 1:48:58	not even funny.
[2041] 1:49:02	So, um yeah, the guy who uh wrote um um
[2042] 1:49:07	married uh Ron Wyatt's widow,
[2043] 1:49:11	um you know, I challenged him when he
[2044] 1:49:14	was b pestering a couple of uh of book
[2045] 1:49:16	publishers.
[2046] 1:49:18	He was going on how Senoot
[2047] 1:49:21	is the uh
[2048] 1:49:24	uh is Moses.
[2049] 1:49:26	King Tut was the son of Pharaoh who died
[2050] 1:49:28	in the Exodus.
[2051] 1:49:30	And the Exodus occurred in 1446 BC.
[2052] 1:49:35	Quite the mishmash here. Paposus the 4th
[2053] 1:49:38	and Aman Hotep thei were the same
[2054] 1:49:39	people.
[2055] 1:49:42	And I was having a good time basically
[2056] 1:49:43	laughing at him. And
[2057] 1:49:48	he turned to me and he said as I was
[2058] 1:49:49	walking away and says, "Well, you don't
[2059] 1:49:51	believe in anything."
[2060] 1:49:53	I said, "What did you just say? What did
[2061] 1:49:58	you just say?
[2062] 1:50:01	I told him, "How dare you? How dare you,
[2063] 1:50:06	you know, say I don't believe in
[2064] 1:50:07	anything." Who are you to say what I
[2065] 1:50:09	believe?
[2066] 1:50:12	Well, you don't believe in in in Ron
[2067] 1:50:14	Wyatt stuff. No, I don't. But that
[2068] 1:50:16	doesn't mean I don't believe in
[2069] 1:50:17	anything.
