[0] 0:00	e
[1029] 2:01:53	that comes to mind anything outside of Egypt I'm not aware of anything outside of Egypt there's also another reference
[1030] 2:01:58	too is um um in cway cway makes
[1031] 2:02:04	reference to this where the assassinated King the the
[1032] 2:02:10	bird departs and descends down on the new king the horse bird so it is going
[1033] 2:02:15	to be in reference to Horus in Egyptian um literature but you're going to find this not just on the stat shoes of of
[1034] 2:02:22	horse but you're also going to find it in the written works too as I said uh sway is where you're going to find this
[1035] 2:02:30	so hope that helped thank you very much for Super Chat very much
[1036] 2:02:45	appreciated Andrew guler for $20 thank you for the Super Chat
[1037] 2:02:52	when Genesis 1936-37 says that Moab was the father of the moabites does that mean that lot's
[1038] 2:02:58	daughter gave birth to the ruling dynasty of Moab or she gave birth to the entire moabit ethnic
[1039] 2:03:05	group okay let take a look here
[1040] 2:03:14	Genesis 19 and 36 to 37
[1041] 2:03:26	okay uh verse 36 thus both Daughters of lot were with child by their father and
[1042] 2:03:32	the firstborn bore a son and called his name Moab he is the father of the moabites to this day as for the younger
[1043] 2:03:39	she also bore a son and called his name Ben Ami he is the father of the sons of
[1044] 2:03:45	Amon to this day okay now this is again ethnog
[1045] 2:03:52	this is ethnography we don't know if she actually called the her
[1046] 2:03:59	children her child Moab um or benamy it's possible but we
[1047] 2:04:06	can't be sure there is often these um
[1048] 2:04:12	personifications personifications and say um
[1049] 2:04:18	um illusions of ancestry again lot was not a great guy he's not a great
[1050] 2:04:25	guy uh but he um he is used here to sort of
[1051] 2:04:31	show that there's there's some sort of relationship here um ethnically
[1052] 2:04:38	ethnographically between Moab and and uh
[1053] 2:04:44	lot so it's it's I don't think it's that she
[1054] 2:04:49	gave birth to the entire Mo by eth group or necessarily that she gave birth to a
[1055] 2:04:56	ruling dynasty of Moab but she might have given birth to somebody who founded
[1056] 2:05:02	Moab and likewise her younger sister might have given birth to someone who helped found Ammon
[1057] 2:05:10	so uh we kind of have to take the naming schemes here as um a little as as e
[1058] 2:05:18	ethnography not so much as a literal um um naming because they do this they
[1059] 2:05:25	would do this they would often personify Nations and then assign them to specific
[1060] 2:05:32	individuals so we have to be a little careful with ethnography uh but
[1061] 2:05:41	uh she gave birth to every single one of them you're Beal
[1062] 2:05:53	[Laughter]
[1063] 2:05:59	yes yeah so um we're not sure exactly the relationship here there's some sort
[1064] 2:06:04	of family relationship between lot and and the moabites what exactly that is
[1065] 2:06:11	it's hard to say the text doesn't really tell us
[1066] 2:06:18	okay next one here uh a Super Chat from at mines for 199 thank you for the Super
[1067] 2:06:25	Chat and he says for the castal fund in Anthony's Health oh poor Anthony poor
[1068] 2:06:32	poor Anthony he still hasn't recovered from his
[1069] 2:06:38	sleep okay um but thank you very much for the CLE fund
[1070] 2:06:44	uh we haven't actually made the cast rule yet again it's kind of hard when you're on a ketogenic diet to um to to
[1071] 2:06:52	you know make casseres we'll find a way to do it somehow somehow we'll do
[1072] 2:06:59	this um a mines for $19 thank you for the Super Chat by the way you still owe
[1073] 2:07:04	me one of Grandma's recipes yeah and you still have to decide which one you want I mean I could do
[1074] 2:07:12	this I could do this I could roll one of these these Dice and whatever whatever
[1075] 2:07:18	letter comes up is the recipe you get
[1076] 2:07:26	yeah uh and this is a good reminder too that um yeah we got these these these
[1077] 2:07:33	alphabetic dice just came
[1078] 2:07:39	in and what one of the things we are going to do again this here at etss is
[1079] 2:07:45	the D and D game so if you're going to be at the um um or want to participate
[1080] 2:07:52	in that game we will be setting up a registration sometime soon and for um
[1081] 2:07:58	for doing the uh Dungeons and Dragons game for for the Evangelical theological
[1082] 2:08:06	society's annual
[1083] 2:08:11	meeting just because we [Laughter]
[1084] 2:08:19	can Okay so at what do I do do I roll the dice give
[1085] 2:08:25	you a random recipe or yeah well he might not like it he
[1086] 2:08:33	might not like it it might not be his thing so it could be I could just give him the
[1087] 2:08:38	borch recipe yeah or he could get a random
[1088] 2:08:43	one okay so roll on the community wants me to just give
[1089] 2:08:50	you a random re it
[1090] 2:08:58	seems uh sour cream
[1091] 2:09:03	sauce okay the next one here is from Pia for I think it's 10 Romanian thank you
[1092] 2:09:09	for the Super Chat why does the bible describe it as Pharaoh's custom to bathe in the Nile
[1093] 2:09:15	River whereas the custom was to bathe in bathtubs an example is Exodus
[1094] 2:09:23	7:15 okay let's take a look at
[1095] 2:09:30	that Bible here
[1096] 2:09:35	Exodus 7
[1097] 2:09:41	15 uh go to Pharaoh in the morning as he is getting uh out to the water station
[1098] 2:09:46	yourself to meet him at the bank of the Nile and you shall take your hand the staff that was turn to the serpent
[1099] 2:09:52	okay um this was Egyptian ritual bathing okay
[1100] 2:09:58	this is Egyptian ritual bathing that's what's going on here um and Egyptian ritual bathing was
[1101] 2:10:04	done at the Riverside or sometimes a sacred pool
[1102] 2:10:09	okay but it wasn't done in a bathtub they didn't have bathtubs okay they would go to the um
[1103] 2:10:16	they would go to the um the side of a river
[1104] 2:10:22	they would shave their hair off they would then uh ritually bathe
[1105] 2:10:28	and then they wash out their mouth with Natron okay and this was what you had to
[1106] 2:10:33	do prior to going into a temple so this is part of ritual
[1107] 2:10:39	bathing okay so so that's what's going on here is um
[1108] 2:10:47	it's it's a ritual thing that's what he's doing he's he's ritually bathing to to prepare himself to enter a
[1109] 2:10:57	temple so they didn't bathe in bathtubs they didn't have bathtubs that wasn't the thing then
[1110] 2:11:04	so um I hope that helps thank you very much for the Super Chat very much
[1111] 2:11:14	appreciated okay next one here from jcm for $5 thank you for the Super Chat
[1112] 2:11:19	we're really going to be judged for every single word we said could
[1113] 2:11:24	be our judgments are going to last the same as our uh lifetime um it's a matter
[1114] 2:11:31	of Holiness this is a matter of Holiness so when you're dealing with an all holy God yeah words matter words matter every
[1115] 2:11:40	little sin will be judged unless you're a Christian in which case Christ has paid for that
[1116] 2:11:48	sin so yeah yeah that's that's really
[1117] 2:11:54	because because the standard of Holiness is that high it's that high it's it's it's the Holiness of an
[1118] 2:12:01	of an all holy all perfect God
[1119] 2:12:07	so yeah every every little word's going to be judged so I hope that helps thank you
[1120] 2:12:14	for the Super Chat yeah should be
[1121] 2:12:21	okay jcm for $2 thank you for the Super Chat is second Peter 3:10 about a
[1122] 2:12:28	nuclear apocalypse probably not let's just take a look at the verse
[1123] 2:12:40	anyway okay and verse 10 says but the day of the Lord will come like a thief in which the heavens will pass away with
[1124] 2:12:47	a Roar and the elements will be destroyed with intense Heat and the Earth and its Works will be burned
[1125] 2:12:54	up okay um I don't think this is about a nuclear uh apocalypse but it is about
[1126] 2:13:01	the whole Earth being raised by fire okay that doesn't necessarily mean a
[1127] 2:13:07	nuclear apocalypse so we want to be careful about that and it's the day of the Lord
[1128] 2:13:14	so this is this is coming from God himself God is doing this so is this the Sun who knows you
[1129] 2:13:22	know the Lord could do that you know throw a solar prominence towards the Earth and and we're
[1130] 2:13:27	fried so it's we don't know what this is exactly other than it's predicting um a
[1131] 2:13:33	a burning of fire and wasn't hot enough to destroy the Earth at least the
[1132] 2:13:40	surface of the Earth and sort of raise it all to Ash
[1133] 2:13:46	so um yeah when it happens so well you know
[1134] 2:13:53	you're not going anywhere so uh count of Marcy are nukes just
[1135] 2:14:00	propaganda which says my bombs are bigger than your bombs they are they're real they are weapons of propaganda more
[1136] 2:14:06	than anything else um but they are very real and they are very big and they are
[1137] 2:14:12	very powerful um when you think about how
[1138] 2:14:17	much power is in a nuclear bomb say even compared to the old-fashioned atomic
[1139] 2:14:23	bombs it's frightening it's frightening how much power there is in those
[1140] 2:14:29	things I think the largest ones are 50 megatons okay 50
[1141] 2:14:36	megatons not kilotons megatons
[1142] 2:14:43	and when you think about how much power that is you know the the bombit
[1143] 2:14:48	Hiroshima was I believe 12 kilotons that's 12 equivalent to
[1144] 2:14:56	12,000,000 tons of TNT the largest um um nuclear devices
[1145] 2:15:07	are 50 million tons of of
[1146] 2:15:14	TNT okay 50 million so you're several uh magnitude
[1147] 2:15:21	orders of magnitude larger now compared that to the
[1148] 2:15:27	sun where it's the equivalent of a trillion nuclear devices going off on
[1149] 2:15:34	the surface of the Sun every second that's a lot of
