[0] 0:00	all right [Music]
[1012] 1:59:31	documentary hypothesis and I think when when burlesma talks about the documented hypothesis fantastic I think he's dead
[1013] 1:59:39	on with the documented hypothesis but when he starts going on those rabbit Trails uh like on Sodom and Gomorrah
[1014] 1:59:47	I mean he even referenced why it's chariot wheels on um at one point with the pints of
[1015] 1:59:53	Aquinas it's like why even bring that up if you're trying to make a
[1016] 1:59:59	compelling case for the evidence it just doesn't I just don't understand why we do that
[1017] 2:00:07	you know he's an old testament scholar he should know better really
[1018] 2:00:12	but there we go
[1019] 2:00:19	okay so let's go to the next Super Chat I think we flogged that horse to death
[1020] 2:00:48	30 here
[1021] 2:01:02	okay the next one here is also from David Bond for five dollars thank you for the Super Chat
[1022] 2:01:07	thoughts on ground penetrating radar photograph gamma
[1023] 2:01:12	photogrammetry and lizard lidar lidar not lizard
[1024] 2:01:25	I'm up to minute 8 20.
[1025] 2:01:30	uh in these new documentaries popping up on Amazing nachio Etc okay
[1026] 2:01:36	uh ground penetrating radar a cesium magnetometry
[1027] 2:01:42	um ground penetrating radar um or lidar
[1028] 2:01:48	these are techniques that are often used Now by archaeologists they're really
[1029] 2:01:54	useful techniques I like them I think if I was to excavate a site I'd use it myself
[1030] 2:02:01	but what it's what they'll tell you they will tell you changes in the soil
[1031] 2:02:07	composition and texture um
[1032] 2:02:12	they have vastly improved since the 1970s
[1033] 2:02:17	uh now your your ground penetrating radar can basically map out certain
[1034] 2:02:24	features of a site in ways that are just
[1035] 2:02:29	um just amazing just amazing
[1036] 2:02:35	like for example they used uh ground penetrating radar and cesium magnetometry to map out the site of
[1037] 2:02:44	pyromsies which is modern day uh tell contir
[1038] 2:02:50	now in the case of contir it's still an occupied town
[1039] 2:02:57	it's got a modern Village on it with villagers
[1040] 2:03:04	who find the local area okay you can't uproot the villagers this
[1041] 2:03:09	is where they live so the only to and you can't dig up the site unfortunately which would be
[1042] 2:03:15	actually fantastic if we could because that we could get a whole lot out of that site I think
[1043] 2:03:23	but what we do get using ground penitent radar is a map of the site of the
[1044] 2:03:28	ramasite city and it's amazing that you can see where
[1045] 2:03:33	the temples are where the palace is uh the extent of the homes
[1046] 2:03:40	I I think it's really a great technology
[1047] 2:03:45	but it also has its limits
[1048] 2:03:50	uh one of those limits has been for example the use in finding
[1049] 2:03:56	uh say burials okay
[1050] 2:04:02	the one thing ground penetrating radar doesn't have it is it doesn't have good
[1051] 2:04:07	resolution so you can pick up
[1052] 2:04:12	a wall with ground penetrating radar even a wall made a butt mud brick
[1053] 2:04:19	because there's a difference between the surrounding soil and the mud brick where you can easily tell one from the other
[1054] 2:04:27	but like for example just recently
[1055] 2:04:34	um the ground penetrating radar was used to
[1056] 2:04:39	make the assertion that hundreds of tombs
[1057] 2:04:45	were found at a residential School site in Kamloops
[1058] 2:04:52	British Columbia the only problem is when they started digging up
[1059] 2:04:58	what the ground penetrating radar found uh there were no bodies
[1060] 2:05:06	the ground penetrating radar is just not precise enough to tell the difference
[1061] 2:05:11	between soil and Bone so there's limits to this technology
[1062] 2:05:18	it's amazing technology as I said I would use it myself if I had a dig it would be very useful to say
[1063] 2:05:26	okay here's where I can start digging you need to do ground penetrating or CZ
[1064] 2:05:32	magnetometry survey of the region of where your site is
[1065] 2:05:37	well you can say okay I see some walls here let's start digging here we're gonna likely to get
[1066] 2:05:43	some good stuff here for that use fantastic for drawing conclusions based on it
[1067] 2:05:51	uh you have to be a little more circumspect because again it's not high resolution
[1068] 2:05:59	so as long as you understand the advantages and the disadvantages of it
[1069] 2:06:04	it's great technology but just don't press that too far so anyway I hope that helped thank you
[1070] 2:06:10	very much for the Super Chat very much appreciate it
[1071] 2:06:19	not okay so 836 is one that's deleted
[1072] 2:06:40	okay I think we just answered that yeah
[1073] 2:06:46	it had multiple volumes yeah so all right
[1074] 2:06:51	um BC for ten dollars Australian thank you very much the Super Chat uh should all Christians do Mission work
[1075] 2:06:58	or is it a matter of calling do they have a minimum standard of theological
[1076] 2:07:03	and scriptural familiarity and behavior before purposely spreading the gospel
[1077] 2:07:08	yes to all that um
[1078] 2:07:14	should all Christians do Mission work where's the matter calling okay
[1079] 2:07:19	generally speaking all Christians should take part in the Great Commission
[1080] 2:07:25	go and make disciples of all Nations baptizing them in the name of the father
[1081] 2:07:30	Son and Holy Spirit teaching them everything that I have taught you
[1082] 2:07:36	now does that mean missionary work not necessarily
[1083] 2:07:43	every Christian should participate in the Great Commission not every Christian should go on a
[1084] 2:07:50	mission trip in that persp in that particular case it's a matter of calling but there's
[1085] 2:07:58	more than one way to participate in the Great Commission
[1086] 2:08:04	so the go and make disciples of all Nations doesn't for Missions and missionaries
[1087] 2:08:10	love that verse they love that verse because it gives purpose to their mission
[1088] 2:08:17	but there's other things that are in that that verse two such as
[1089] 2:08:23	uh making disciples teaching them baptizing them baptizing is not
[1090] 2:08:30	necessarily missionary work that's pastoral work teaching work is not necessarily
[1091] 2:08:35	missionary work either it's teaching so you know there's there's multiple ways one can participate in the Great
[1092] 2:08:42	Commission that isn't necessarily missionary work
[1093] 2:08:49	you know do you teach a Sunday school class that's participating in the Great Commission it's not necessarily missionary work
[1094] 2:08:58	okay so there's a there's a sense that yes you
[1095] 2:09:04	are supposed to be involved in Great Commission but doesn't necessarily mean you should
[1096] 2:09:09	pick up and go to another country now the rest of your question here
[1097] 2:09:15	should they have a minimum standard of theological and scriptural familiarity yes they should
[1098] 2:09:24	um if they are spreading the gospel they should be familiar enough with the basics of the Gospel
[1099] 2:09:30	the basic doctrines of Christianity their scriptural support they should be
[1100] 2:09:35	able to teach so they should have the qualifications where they're competent at teaching
[1101] 2:09:43	if they can't teach the scriptures they've got no business on the mission field
[1102] 2:09:50	that sort of comes with a job and behavior oh yes
[1103] 2:09:58	oh yes there should be a standard of behavior you do not want Christian you don't want
[1104] 2:10:03	people behaving badly on the mission field it's a bad Witness
[1105] 2:10:10	it's not a vacation it's not talking down to people it's not
[1106] 2:10:17	a vacation it's not your opportunity to go to Puerto Vallarta
[1107] 2:10:23	to do Mission work okay if you want to go on vacation go on
[1108] 2:10:29	vacation that's perfectly fine
[1109] 2:10:34	if you're going to do Mission work do Mission work mission is
[1110] 2:10:40	basically some place that has a need you're filling a need with a mission
[1111] 2:10:46	work now there is a there are problems with
[1112] 2:10:52	um how do you say this indigenous indigenous dependency
[1113] 2:10:57	and missionaries this has happened in say a lot of
[1114] 2:11:02	impoverished places where missionaries come bring a lot of money
[1115] 2:11:10	and then leave
[1116] 2:11:16	and you get this sort of vicious cycle of of
[1117] 2:11:21	you know westerners coming in dropping money and leaving and it becomes kind of a game
[1118] 2:11:28	a game played by the indigenous peoples and and the westerners
[1119] 2:11:35	where there's always this sort of monetary incentive to keep things going
[1120] 2:11:43	I remember when I was uh I was in the uh Free Methodist Church
