[0] 0:00	all right
[995] 1:52:06	I wouldn't take it too far um Brent strong is a really good good scholar I like his work a lot
[996] 1:52:14	um and I think
[997] 1:52:20	I think there's um it depends on how you're gonna Define story two because story is kind of a
[998] 1:52:27	tricky word history can be a story poetic epic can be a story
[999] 1:52:35	so it's a tricky word so I really am not comfortable with with saying you know one side's more than the other it's
[1000] 1:52:41	going to depend on what he means by that so
[1001] 1:52:49	yeah poetry can be truth it's compressed language
[1002] 1:52:55	yeah so I I think there's I think there's something to be said here that yes there's a there is there are poetic
[1003] 1:53:01	elements that's that's no and there's some history historic elements too so I don't like to reduce it to I don't
[1004] 1:53:10	like reductionist thinking here I don't think you can reduce this to one or the other
[1005] 1:53:16	so I think that it's one of those cases where yes this is a yes situation
[1006] 1:53:22	so he's got a point he's got a point that yeah it's a poetic work it it does work
[1007] 1:53:30	uh it's also um I wouldn't say it should be bred in a wooden literal fashion but there are
[1008] 1:53:36	sections of it that are definitely literal so at least at least in the historical
[1009] 1:53:42	grammatical sense
[1010] 1:53:54	it could be a common against wooden literalism so it's hard to know without knowing exactly what strong means here
[1011] 1:54:01	so anyway that's probably how I'm gonna have to answer that for this this at the moment so anyway
[1012] 1:54:07	um easy I will recommend at least book though uh the Old Testament is dying great book excellent book
[1013] 1:54:14	so anyway thank you very much for the Super Chat very much appreciated and I hope that helped
[1014] 1:54:25	uh JP for five dollars thank you for the Super Chat
[1015] 1:54:30	can you give any in-depth analysis of Zoroastrianism okay I'm not an expert on Zoroastrianism okay so that's I want to
[1016] 1:54:37	make that clear right now it is a it is a Persian religion and it was the leading uh religion for
[1017] 1:54:44	for the Persian Empire it's a dualism it's a theological
[1018] 1:54:50	dualism so you have two gods uh
[1019] 1:54:55	um Aura Mazda which is the god the good God of Light and Angela Mania which was
[1020] 1:55:01	the evil God of Darkness and you have this this sort of tug of
[1021] 1:55:06	war between the two Gods essentially now that's really all I I know a little
[1022] 1:55:14	bit also about their funeral practices which are a bit strange
[1023] 1:55:19	um funerary practices are
[1024] 1:55:24	in in solar asterism is a how do I say this uh it is
[1025] 1:55:31	death by decomposition hey um
[1026] 1:55:37	they basically laid the death Sprites uh for Zoroastrianism
[1027] 1:55:42	as I best recall this okay so again I'm not an experimental astronautism but as I best recall they leave their corpses
[1028] 1:55:48	out in the in an open courtyard to Decay and be eaten by flying birds by
[1029] 1:55:53	vultures and the bones are collected and then buried so
[1030] 1:56:01	so that's that's that's about all I know about uh zoastrianism it's not it's not
[1031] 1:56:06	a religion I've studied to any great extent so um
[1032] 1:56:14	that's the best I can give you on this one but it is it is a it is a godded light and a goddess it's a theological
[1033] 1:56:21	dualism essentially two gods so anyway thank you very much for the Super Chat very much appreciate it and I
[1034] 1:56:26	hope that maybe gave you some little bit of insight but again not an expert on so
[1035] 1:56:32	racism so I could have said could all be wrong
[1036] 1:56:40	how's kill core spelled uh k-i-l-c-h-o-r
[1037] 1:56:49	c-h-o-r
[1038] 1:56:54	at least I think you did okay bc45 Australian okay wasn't God
[1039] 1:57:02	killing David's son a case of the child paying for the sins of the father isn't
[1040] 1:57:07	that against this against the rules well not under old Covenant
[1041] 1:57:13	or did that concept come later okay now we have to be careful of one thing
[1042] 1:57:18	here okay one thing here we have to be really super careful of
[1043] 1:57:25	the point of the pentateuch where it says the son shall not pay for the sins of the father
[1044] 1:57:31	is judicial Fiat it's part of the judicial system
[1045] 1:57:43	does not mean you're not going to pay for a judgment in a in other Divine ways
[1046] 1:57:48	okay you know there's there's a difference between Divine
[1047] 1:57:55	Justice here and say normal penal Justice
[1048] 1:58:02	the also thing is though we are talking here old Covenant okay remember the uh the whole Jeremiah 31 31
[1049] 1:58:10	where the um the Israelites you know the fathers ate grapes
[1050] 1:58:16	and set their children's teeth on edge this is an example where the Jeremiah 31
[1051] 1:58:23	is talking about how the fathers are sinning and the children are paying the price
[1052] 1:58:30	that's old Covenant that's exactly what old Covenant is
[1053] 1:58:37	in this case David sins and the children pay the price
[1054] 1:58:43	so so we have to be careful here as I say to not confuse
[1055] 1:58:49	jurisprudence regular Israelite jurors Prudence with old Covenant and how that
[1056] 1:58:55	works with returns of divine judgment so
[1057] 1:59:01	it's not so much that the the concept came later the concept is found earlier in in Torah it's just you can't
[1058] 1:59:09	misapploy it so so that's one of the things we have to
[1059] 1:59:15	keep in mind here is that there's a difference between say how human Justice
[1060] 1:59:20	is meted out and how Divine justices is done okay and again this could just even
[1061] 1:59:27	be consequences this can just be plain old consequences of David's actions
[1062] 1:59:35	so uh yeah nobody could kill a king
[1063] 1:59:41	yeah no one could kill a king but you know we also have to to keep in mind
[1064] 1:59:48	that you know this might not even be God killing the child by the way it could be
[1065] 1:59:53	just letting the child die I mean and we also have to keep in mind infant mortality in in the ancient world was
[1066] 1:59:59	incredibly High this happened all the time
[1067] 2:00:05	this happened all the time because infant mortality was just so
[1068] 2:00:10	common so God basically is telling David hey because you sinned
[1069] 2:00:16	the kid's not going to live the kid's not going to live
[1070] 2:00:23	so again yeah there's a judgment here
[1071] 2:00:28	and you know God could just be moving his hand his protective hand from David
[1072] 2:00:36	this would not be God necessarily killing the child
[1073] 2:00:41	to punish David but at the same time it's a consequence and it is a judgment
[1074] 2:00:48	so but again I don't we can never confuse say how human Justice is done versus how
[1075] 2:00:57	say um the old Covenant does this stuff so anyway I hope that helped thank you very
[1076] 2:01:04	much for the Super Chat very much appreciate it
[1077] 2:01:11	hey Jack Ray uh for photos thank you for the Super Chat and thank you for sponsoring all those memberships
[1078] 2:01:16	real fantastic that we've got all these these uh these members that are um uh
[1079] 2:01:23	you know part of our community and it's thanks to you jack we really appreciate it okay so sponsoring next nons the next
[1080] 2:01:30	non-super chat below okay and that would be darkblade who is the
[1081] 2:01:37	Pharaoh nephrine every rotten okay this is a controversial subject uh
[1082] 2:01:45	there is this is one of the daughters
[1083] 2:01:52	or potentially Nefertiti this is a female pharaoh
[1084] 2:01:59	and she lives as she Reigns sometime after smencare
[1085] 2:02:08	and before Tutankhamun okay now one of the things is that after the
