[0] 0:17	Hey
[3295] 2:57:43	that there is um higher powers involved.
[3296] 2:57:47	Show that Christian world through the
[3297] 2:57:50	fiction.
[3298] 2:57:54	Mama says, "Your books are very high on
[3299] 2:57:56	the realism scale. Realism doesn't
[3300] 2:57:59	cringe away from explaining things
[3301] 2:58:00	plainly." Yeah, it doesn't.
[3302] 2:58:06	Andrew Graham, that's the botheration.
[3303] 2:58:17	Mama, you want Homework to have that
[3304] 2:58:19	seven-second plot?
[3305] 2:58:24	Mama says, "What?" Snicker doodle.
[3306] 2:58:28	Snicker doodle.
[3307] 2:58:34	Sing a bright song. Something like Blast
[3308] 2:58:36	It would have been more believable. Wow.
[3309] 2:58:45	Yeah.
[3310] 2:58:47	Little trouble. I would start laughing
[3311] 2:58:50	audibly. Oh, snicker doodle.
[3312] 2:59:01	Jack Ray, not for ironic effect. Oh man.
[3313] 2:59:04	Well, you know, if they had built that
[3314] 2:59:05	up, if this author had built it up for
[3315] 2:59:07	ironic effect. Yeah. Yeah. And this
[3316] 2:59:10	could be really effective. like uh for
[3317] 2:59:12	example uh in Stephen King book Misery
[3318] 2:59:17	um the the fan if you don't know what
[3319] 2:59:19	Misery is. It's a book about a writer
[3320] 2:59:23	who's kidnapped by a fan and she starts
[3321] 2:59:27	torturing him and doing awful things to
[3322] 2:59:30	him
[3323] 2:59:32	because he won't fall in love with her.
[3324] 2:59:34	But she won't swear. She will use
[3325] 2:59:36	nonsense language
[3326] 2:59:39	and it's done for dramatic effect. It
[3327] 2:59:41	makes it more creepy that she's this
[3328] 2:59:44	horrible, awful psychopath,
[3329] 2:59:47	but she won't cross that line to use um
[3330] 2:59:51	conventional swear words.
[3331] 2:59:54	So, it makes her creepier to do that.
[3332] 2:59:58	And Stephen King does that with
[3333] 3:00:00	incredibly dramatic effect.
[3334] 3:00:04	But in this particular case where it's a
[3335] 3:00:07	commander, a fleet com a ship commander
[3336] 3:00:11	on the on her bridge and she's under
[3337] 3:00:13	attack and she goes snicker doodle.
[3338] 3:00:18	Um, okay. That that lost me,
[3339] 3:00:30	Jack. I like when someone is working on
[3340] 3:00:32	their foul language in a story and they
[3341] 3:00:34	are a super marine kind and it comes out
[3342] 3:00:37	for the comedy. Yeah. Well,
[3343] 3:00:48	uh, bubble trouble. In a perfect world,
[3344] 3:00:50	they would act Christian, but they say
[3345] 3:00:52	you should write what you know.
[3346] 3:00:56	Yeah. Um
[3347] 3:00:58	I have a feeling that that this was not
[3348] 3:01:00	being written as they knew it. Um I mean
[3349] 3:01:04	you not authors know lots of things as
[3350] 3:01:08	Ursula Gwyn goes you know Ursula Gwyn
[3351] 3:01:12	said you know more than you realize. You
[3352] 3:01:14	know about dragons and wizards
[3353] 3:01:18	that's writing what you know.
[3354] 3:01:21	So um
[3355] 3:01:23	so we got to be mindful that we know a
[3356] 3:01:26	lot and as authors we can put that
[3357] 3:01:29	writing to use to create moral fiction.
[3358] 3:01:32	It's when
[3359] 3:01:34	we don't I mean to be honest I would
[3360] 3:01:36	have found that more compelling that
[3361] 3:01:39	story about the uh the Christian girl
[3362] 3:01:42	and the and the pastor's son. If she had
[3363] 3:01:46	said no
[3364] 3:01:48	or he had said no, that would be even
[3365] 3:01:50	more interesting.
[3366] 3:01:51	>> Yeah.
[3367] 3:01:52	>> If he had said no.
[3368] 3:01:54	>> More true.
[3369] 3:01:55	>> Yeah. If he had said no
[3370] 3:01:58	and see what the consequences are of
[3371] 3:02:00	that would have been more compelling.
[3372] 3:02:03	>> Was the boy or the girl the kid?
[3373] 3:02:07	>> Oh, it was the um the boy.
[3374] 3:02:11	The boy was the pastor's kid. Yeah.
[3375] 3:02:15	He could have said,
[3376] 3:02:17	"I don't think so."
[3377] 3:02:19	>> Yeah, it would have been a more
[3378] 3:02:20	interesting story.
[3379] 3:02:22	>> Um,
[3380] 3:02:24	>> it wouldn't been as spicy.
[3381] 3:02:26	>> I I've heard
[3382] 3:02:30	a male friend at church
[3383] 3:02:33	the story where somebody came on to him
[3384] 3:02:36	and he said,
[3385] 3:02:39	"You're not my wife."
[3386] 3:02:41	>> Mhm.
[3387] 3:02:43	Simple as that.
[3388] 3:02:45	>> Mhm.
[3389] 3:02:48	>> No, we're not going to do that because
[3390] 3:02:49	you're not my wife.
[3391] 3:02:50	>> Yeah.
[3392] 3:02:52	Yeah. I mean, as as uh Alfred Reader
[3393] 3:02:55	says, you know, you could have had the
[3394] 3:02:57	the pastor's kid just say, "Well, we're
[3395] 3:02:59	not going to do that because you're not
[3396] 3:03:01	my wife." And that would have led maybe
[3397] 3:03:04	to an alternate route.
[3398] 3:03:09	Mama says, "When you show something evil
[3399] 3:03:11	because people want to see it and don't
[3400] 3:03:14	show the consequences of that evil,
[3401] 3:03:16	you're glorifying it." Exactly. Yeah.
[3402] 3:03:20	Graham. Drat. Drat and double trimes.
[3403] 3:03:28	Good times.
[3404] 3:03:37	Yeah. I just I just think we just don't
[3405] 3:03:41	um give enough attention to um
[3406] 3:03:47	to the complexities of life in our
[3407] 3:03:50	fiction.
[3408] 3:03:52	Um because quite frankly, life is messy.
[3409] 3:03:57	Life is messy. It's not sanitized.
[3410] 3:04:00	It's not sanitized for non-Christians
[3411] 3:04:02	and it's not sanitized for Christians.
[3412] 3:04:05	Let's show a little bit of the mess.
[3413] 3:04:08	Yeah, you don't have to go into every
[3414] 3:04:10	sewer,
[3415] 3:04:12	but give a hint of some of the mess
[3416] 3:04:15	and let let the chips fall where they
[3417] 3:04:20	may. Let the story unfold.
[3418] 3:04:23	You know,
[3419] 3:04:25	you know,
[3420] 3:04:27	book three, the protagonist makes a very
[3421] 3:04:30	bad decision at the beginning of book
[3422] 3:04:32	three.
[3423] 3:04:34	Okay? Actually, she makes it before that
[3424] 3:04:35	in book two. She's got to live with that
[3425] 3:04:38	decision. And a lot of what she does in
[3426] 3:04:41	book three is the consequences of having
[3427] 3:04:45	made that decision in book two.
[3428] 3:04:49	That's showing how messy life is.
[3429] 3:04:53	That's truth and fiction.
[3430] 3:04:57	Okay, so um we are at 11 o'clock. I
[3431] 3:05:00	think we're at mostly at the end of the
[3432] 3:05:02	questions anyway. I don't think we
[3433] 3:05:04	missed any super chats. We didn't have a
[3434] 3:05:06	lot of super chats tonight.
[3435] 3:05:08	I'm just going to double check here.
[3436] 3:05:10	Make sure we got everything.
[3437] 3:05:14	Oh no, we missed one. I want to thank
[3438] 3:05:16	Jack Ray who um gave a plug here for uh
[3439] 3:05:20	Egg Hunter. Thank you so much, Jack, for
[3440] 3:05:22	doing that. We really appreciate it.
[3441] 3:05:27	Uh, yeah, we missed it. 10:47.
[3442] 3:05:33	So, I want to thank him for uh putting
[3443] 3:05:36	in a plug here for for 800. We really
[3444] 3:05:37	appreciate it.
[3445] 3:05:41	Uh, mama goes, "She ain't no Mary Sue."
[3446] 3:05:44	Oh, no. No. Alicia Alicia Stripes is no
[3447] 3:05:48	Mary Sue.
[3448] 3:05:50	That is for sure. Definitely no Mary
[3449] 3:05:53	Sue.
[3450] 3:05:55	Okay, so what?
[3451] 3:05:57	>> Jack,
[3452] 3:05:59	>> uh Jack Ray, um Mrs. Producer, the alpha
[3453] 3:06:02	reader says, "Thank you for the plug. We
[3454] 3:06:04	She really appreciates that." That was
[3455] 3:06:07	her passion project. So So
[3456] 3:06:12	she really um
[3457] 3:06:15	um
[3458] 3:06:17	put her heart and soul into that.
[3459] 3:06:21	Okay. So, I think what we're going to do
[3460] 3:06:22	is I think we're going to call it a
[3461] 3:06:23	night here because again, we got to get
[3462] 3:06:25	up early in the morning and uh do our
[3463] 3:06:28	book launch uh out um out in New
[3464] 3:06:32	Westminster. So, um we want to thank
[3465] 3:06:35	everyone who joined us tonight and
[3466] 3:06:37	supported us through your um super chats
[3467] 3:06:41	and through uh donations through PayPal.
[3468] 3:06:43	We really really appreciate it. Thank
[3469] 3:06:45	you so much. you keep this this um this
[3470] 3:06:48	channel going. Uh we also want to thank
[3471] 3:06:52	those who support us through Patreon. Uh
[3472] 3:06:55	one thing uh if you are a Patreon
[3473] 3:06:57	member, you do get some sneak peeks now
[3474] 3:06:59	and again. We don't do that as much as
[3475] 3:07:01	we should, I admit, but we appreciate
[3476] 3:07:03	those who support us uh without the
[3477] 3:07:06	extra thanks and we do appreciate you.
[3478] 3:07:08	Uh, for those of you who have been on
[3479] 3:07:11	Patreon, you got the sneak peek. You got
[3480] 3:07:14	the cover reveal for book four. So, the
[3481] 3:07:17	cover reveal for book four is on Patreon
[3482] 3:07:19	right now for only for our Patreon
[3483] 3:07:21	subscribers.
[3484] 3:07:23	So, if you're a Patreon subscriber,
[3485] 3:07:25	you've seen the cover for book four. And
[3486] 3:07:28	uh we'll probably uh show the rest of
[3487] 3:07:32	you in about four weeks when we do the
[3488] 3:07:35	um do the live stream. So
[3489] 3:07:39	we want to thank you all for joining us.
[3490] 3:07:41	We also also want to thank our regular
[3491] 3:07:43	subscribers who hit that like and
[3492] 3:07:45	subscribe button and uh share the URLs
[3493] 3:07:48	with other social medias. And finally,
[3494] 3:07:49	if you have read our books, please re
[3495] 3:07:52	leave reviews. Reviews are the most
[3496] 3:07:54	important thing you can do to help us.
[3497] 3:07:57	Book reviews matter. So please leave a
[3498] 3:08:00	book review on Amazon if you've read the
[3499] 3:08:02	book. We really appreciate that. With
[3500] 3:08:04	that said, thank you for joining us
[3501] 3:08:06	tonight. It was a good live stream.
[3502] 3:08:08	Shorter than usual, but that's okay
[3503] 3:08:10	because we had to cut it short anyway.
[3504] 3:08:12	So, um, we will see you next time on HD
[3505] 3:08:15	and the Bible. Good night, everyone.
