[0] 0:03	okay uh
[1147] 2:04:40	explanatory Force we don't need the the the the premises to hold up
[1148] 2:04:47	all we need is just to gather them together and together they form this Gestalt
[1149] 2:04:54	where well it makes a plausible case
[1150] 2:05:03	I think that's problematic that's problematic in the sense that
[1151] 2:05:11	you're creating a tautology ecology that an argument that cannot be contradicted
[1152] 2:05:21	and any tautology has to be wrong or at least doubted
[1153] 2:05:27	okay you have to your any argument has to be
[1154] 2:05:35	denied it has to have a element of deniability you have it if if your if your argument
[1155] 2:05:43	is not falsifiable it's not an argument
[1156] 2:05:50	okay you need false um any any argument needs to be falsifiable
[1157] 2:05:58	okay a good inductive argument it can be falsified through the attacking of this premises
[1158] 2:06:06	but the problem with the holistic argument is it's if it's structured in the way Titus does it it's not
[1159] 2:06:12	falsifiable foreign
[1160] 2:06:17	that's a serious evidential problem
[1161] 2:06:23	all right now aren't earned earned but isn't it the case
[1162] 2:06:30	considering full Supply ability in that uh at like a theories
[1163] 2:06:38	is is our her like a they're rarely a strictly
[1164] 2:06:46	speaking falsifiable since you can always like adjust them or is that like
[1165] 2:06:52	something different well when we talk about historical argumentation and falsifiability
[1166] 2:07:00	okay I mean you saw how I did that today
[1167] 2:07:07	you know when we look at for example let's let's take just for example the
[1168] 2:07:12	Stila of the destruction of the idols okay he added a certain
[1169] 2:07:21	interpretation upon that which is not in the text
[1170] 2:07:26	like for example he said that oh I don't know the second was angry at the gods so
[1171] 2:07:31	he destroyed their idols okay okay now first of all no king would be
[1172] 2:07:38	angry at the Gods okay
[1173] 2:07:44	you know that's just wrong on a product facial level that's just wrong in the prime facial
[1174] 2:07:49	level and plus we got these alternative explanation of why a king would destroy
[1175] 2:07:55	idols foreign
[1176] 2:08:03	's case even knock this case he didn't deny the existence of God he
[1177] 2:08:11	said they were just manifestations of oxen yeah he reframed it
[1178] 2:08:18	he didn't deny it so
[1179] 2:08:24	uh so there's this there's a whole lot going on there that you know you've got to consider
[1180] 2:08:33	you know so yeah when you build up a case any case
[1181] 2:08:39	where you're using a lot of data a lot of premises your argument is as good as your weakest
[1182] 2:08:46	premise now if your premise is really really
[1183] 2:08:52	weak then okay you'll need to scrap that premise or at least find further support
[1184] 2:08:58	for it that's fine that's cool that happens
[1185] 2:09:04	but if all your premises are weak if all your premises can be contested
[1186] 2:09:11	you need to rethink the argument
[1187] 2:09:16	would you agree that a minimum premise for whichever view it would be would be that
[1188] 2:09:23	there should be some kind of upheaval during the reign of The Exodus Fair
[1189] 2:09:29	no I wouldn't for a couple reasons
[1190] 2:09:35	um one we don't really have that in the text most of for example almost all the
[1191] 2:09:41	plagues are basically those sorts of events that are
[1192] 2:09:50	say related to the agricultural cycle
[1193] 2:09:56	so essentially yeah okay I mean here's here's here's an objection
[1194] 2:10:02	I often get from Skeptics which is it destroyed all the food
[1195] 2:10:08	and nobody noticed okay but the text doesn't say that
[1196] 2:10:14	the text says that the hail destroyed the barley
[1197] 2:10:19	now you have to have some contextual information to know what Egyptians did with barley
[1198] 2:10:26	Egyptians didn't eat barley they grew barley to make beer for water
[1199] 2:10:36	purification yes I know it's an incredible tragedy to
[1200] 2:10:43	destroy the barley for beer okay you lost a beer I mean okay that's a tragedy
[1201] 2:10:52	but no one's gonna starve over this most Egyptians ate emmer
[1202] 2:10:58	or wheat it was a reliable crop in Egypt everyone
[1203] 2:11:04	ate it for for actual bread and food only the most poorest of Egyptians did
[1204] 2:11:11	not eat emmer so the vast majority of Egyptians would
[1205] 2:11:17	have still had food on the table even if the Bali crop was wiped out
[1206] 2:11:24	that's regarding food that's regarding food The Exodus takes place before the wheat
[1207] 2:11:33	crop and after the Bali is destroyed yeah
[1208] 2:11:39	so no egyptian is going to starve in this process
[1209] 2:11:45	foreign that's hard to estimate
[1210] 2:11:51	really hard to estimate mostly because much of those tombs were destroyed
[1211] 2:12:01	we don't act sorry I don't think they would have had time with many of them to bury them in
[1212] 2:12:07	tombs probably a lot of them would have been fast burials well Egyptians did
[1213] 2:12:13	this in in the case of say
[1214] 2:12:18	um in the case of say um
[1215] 2:12:24	burials in the case of plagues where they didn't have enough facilities
[1216] 2:12:30	for multiplication and mummification was not a
[1217] 2:12:40	unification was was was restricted to the middle classes and above so not everyone was mummified
[1218] 2:12:48	but in the case of say plague they often resort to water burial
[1219] 2:12:55	where they would bind them up in a linen cloth and throw them in the river
[1220] 2:13:00	just like they do in the Ganges in India now that has its own problems then they
[1221] 2:13:08	drank that water yeah then they drank that water yeah exactly very smart yeah
[1222] 2:13:15	I want to thank your Farmhouse Theologian who gave us a 20 Australian Super Chat thank you so very much for
[1223] 2:13:22	the Super Chat she's a good friend
[1224] 2:13:27	it's a shout out to awesome
[1225] 2:13:33	yeah so there would have been some people who would have been buried because uh they would have been in the
[1226] 2:13:39	queue for the mummification but a lot of them would have ended up in
[1227] 2:13:44	in the river essentially being crocodile food
[1228] 2:13:57	the army do we take the number 600 as literal obviously I don't think all of
[1229] 2:14:03	them died if we go with the Lakes it could have been that some have died they maybe lost
[1230] 2:14:09	some of the Chariots but not everything okay
[1231] 2:14:16	here's my take on this I think they would have gathered as many
[1232] 2:14:23	chariots as they could now it's a 600 Elite the the basically the top core that
[1233] 2:14:29	would have been assigned at piramises
[1234] 2:14:34	that's the best the best that's the best that's your officers that's your military Elite
[1235] 2:14:39	there were also garrisons of Chariots at charu edit mcdole
[1236] 2:14:47	now this wouldn't have included the Garrison that was posted at LL Main
[1237] 2:14:53	there is one Garrison in the west Far West near Libya
[1238] 2:14:59	they would not have been called in for this but we're talking here about probably
[1239] 2:15:04	three quarters of a CH of a chariot of the charioteers and none of the Infantry the Infantry
[1240] 2:15:13	did not have time to catch up infantry is slow it takes them days to catch up
[1241] 2:15:22	uh we find this for example at the Battle of kadish where the Chariots racing
[1242] 2:15:29	and end up having to be saved a half a day later by the Infantry who are
[1243] 2:15:34	running in behind them so
[1244] 2:15:40	so uh I would I would estimate here that you know we know that there are four
[1245] 2:15:45	armies Egypt had four armies it's roughly divided in four each Army
[1246] 2:15:52	is consistent consists of about 2 000 personnel
[1247] 2:15:58	about half of which are chariots except for the army of Seth which was entire
[1248] 2:16:04	Infantry so we're talking here about three to
