[0] 0:00	e [Music]
[975] 1:55:27	of the things one of our goals has been to one of the things that we when we
[976] 1:55:34	first went to Seminary we set out as our goal to to
[977] 1:55:41	train up the Next Generation to become effective leaders in Christ okay yes you guys all you guys
[978] 1:55:51	don't know it you're part of a clandestine
[979] 1:55:56	plan okay the clan destine plan to turn you
[980] 1:56:04	all those of you who are Christian into Christian [Laughter]
[981] 1:56:17	leaders gold promis Perez [Laughter]
[982] 1:56:30	Alexis heck [Laughter]
[983] 1:56:38	yeah I mean I don't know if you guys have noticed this but we appeal to a
[984] 1:56:44	very very exclusive group you know most
[985] 1:56:49	of you are exceptionally well read you guys
[986] 1:56:55	are are very interested in the Bible and spiritual things and the things of the
[987] 1:57:01	ancient near East you know that does that that's not that's not the lowest common denominator
[988] 1:57:08	and you know what I have been I have been accused of saying oh well you know you should be nicer you should be you
[989] 1:57:15	should be you should laugh less because that makes me stumble you should laugh less because
[990] 1:57:20	that makes people stumble and you should be more softspoken more creamy with your voice
[991] 1:57:29	more Winsome more like Joel oin who you can peel to the to the
[992] 1:57:36	lowest common denominator well you know what I want to appeal to the lowest common
[993] 1:57:46	denominator you know I don't want that I'm I'm trying to attract Community
[994] 1:57:53	that's the cream of the crop okay I mean people who are well
[995] 1:57:59	read who are interested in history and spiritual things who want to stand on
[996] 1:58:07	truth and God's word and anyone else is welcome to come
[997] 1:58:12	along for the ride but that is why we that's why we're doing this is we are
[998] 1:58:19	discipling the Next Generation to become Christian leaders and to stand
[999] 1:58:26	on God's word you know this is why we keep going back to the text read the word this is
[1000] 1:58:33	why we emphasize reading in general what
[1001] 1:58:39	read crazy talk crazy talk
[1002] 1:58:46	[Laughter]
[1003] 1:58:53	if they can't handle you laughing or being Gruff they have a brittle Spirit no thanks well yeah there's a lot of brittle Spirits out there though
[1004] 1:59:06	unfortunately okay so um we have never dis I mean we consider this to be a
[1005] 1:59:13	discipleship Ministry in a way so we call it an educational
[1006] 1:59:19	Ministry though because again we do we are open to people who aren't Christian on this channel we open to
[1007] 1:59:26	atheists uh pagans Muslims uh
[1008] 1:59:31	Jews but you know we are we do primarily teach from a historic Christian faith
[1009] 1:59:40	perspective so so we don't need to really be a
[1010] 1:59:45	discipleship Ministry because we're already sort of failing that function already
[1011] 1:59:55	but anyway uh thank you very much for that Super Chat we very much appreciate but again it's almost a duplication of
[1012] 2:00:02	function here okay uh member um question here again from at Ministries uh and he asks
[1013] 2:00:10	he says thank you for the Assassin's Creed Origins it was a blast yeah it was a blast make sure you all watch if you
[1014] 2:00:18	didn't join live it's a good taste of what we'll see in Egypt please sign up absolutely yeah please sign up for that
[1015] 2:00:25	tour if you want to come join us because it's going to be 10 times more fun than
[1016] 2:00:30	what we had on Say the video game uh live play so yeah do it just for just
[1017] 2:00:38	for the I'm not going to guarantee I'm going to get into a hijack an ox cart and just
[1018] 2:00:45	go on a rampage okay but it's still going to be massive amounts of fun and
[1019] 2:00:51	educate okay and you'll see things you'll never have even imagined you could see in
[1020] 2:00:57	Egypt all right so uh thank you again for your sponsorship of the Assassin's
[1021] 2:01:03	Creed's origin live play 18 Ministries we really appreciate it and it was
[1022] 2:01:14	fun Alex is dang no C speed no CT
[1023] 2:01:19	speedrun nope okay uh let me explain follows of the shepherd for $10 thank you very much for
[1024] 2:01:26	the Super Chat and he says in Luke 2343 where should the comma be truly I tell you
[1025] 2:01:35	comma today you'll be with me in Paradise or truly I tell you today comma
[1026] 2:01:42	you will be with me in Paradise as it implies different
[1027] 2:01:48	eschatologies okay now uh this when I went to the commentaries
[1028] 2:01:55	on because the text is not exactly
[1029] 2:02:01	clear but the commentaries do seem [Music]
[1030] 2:02:06	to focus on the nness of Salvation as
[1031] 2:02:12	saying in Luke so in a sense either one is possible and yet in a sense it really
[1032] 2:02:19	doesn't make a difference okay because on the one
[1033] 2:02:26	hand if you had truly I tell you today you will be with me in
[1034] 2:02:33	Paradise well that doesn't actually isn't that materially
[1035] 2:02:40	different in eschatology from truly I tell you comma today you will be with me
[1036] 2:02:49	in Paradise but both are implying that today is the day of
[1037] 2:02:57	salvation okay now one commentator did
[1038] 2:03:02	raise an excellent point however was that today
[1039] 2:03:09	is uh fronted for emphasis okay so there
[1040] 2:03:15	is an emphasis upon the words today through fronting what that means is you move the the word to the front of the
[1041] 2:03:22	sentence so it adds extra emphasis to it but at the same time too he also
[1042] 2:03:30	noted that Christ often used truly I tell
[1043] 2:03:38	you Aman am mean Le who mean truly truly I say to you and come almost always
[1044] 2:03:46	follows after that you so
[1045] 2:03:52	the most likely situation here the most likely reading is going to have the
[1046] 2:03:58	comma after the U not today because that's the way Christ normally began
[1047] 2:04:05	that aing aing legoin okay
[1048] 2:04:13	so that truly I say to you seems to be something that's very very
[1049] 2:04:18	characteristic of of of Christ speech patterns and it's almost always just a
[1050] 2:04:26	saying on its own it's like like kind of like that that he who has ears let him
[1051] 2:04:31	hear okay it's it's it's a it's sort of a a hook it's a it's a verbal hook to to
[1052] 2:04:40	get you sort of listening okay so when you do that verbal
[1053] 2:04:47	hook it's it's very unusual it'd be much more unusual to have today worked into
[1054] 2:04:54	the verbal hook instead of after that verbal
[1055] 2:04:59	hook so the most likely way we would translate this today would be truly
[1056] 2:05:06	truly I tell you comma today you will be
[1057] 2:05:11	with me in Paradise so there's no waiting for
[1058] 2:05:17	him um Christ died before the other thieves so yeah that would make even would even
[1059] 2:05:23	even make sense eschatologically so I hope that helps
[1060] 2:05:29	thank you very much for the Super Chat very much appreciate but again between that verbal Hook and the fronting of
[1061] 2:05:36	today I think your the former translation is much more feasible than
[1062] 2:05:42	say the latter one okay next one here is from
[1063] 2:05:52	Angel vwm for $5 thank you for the Super Chat hi Dr Faulk curious to know your
[1064] 2:05:58	thoughts on who Darius the me was in Daniel 531 and if it's the same Darius as
[1065] 2:06:06	Daniel 91 all right let's pull up the chapters
[1066] 2:06:11	here
[1067] 2:06:18	Daniel Daniel five
[1068] 2:06:26	31 all right now you have to kind of take this at the same time here as verse
[1069] 2:06:35	30 uh Daniel chapter 5 verse3 that same night belisar the caldian King was slain
[1070] 2:06:42	so Darius the me received the Kingdom at about age of
[1071] 2:06:48	62 now Donald wisan basically because there is no Darius the
[1072] 2:06:54	me in the history between Bel shazar and Cyrus the
[1073] 2:07:00	Great know it's it's an accepted fact of history that Cyrus the Great conquered
[1074] 2:07:05	Babylon from Bel shazar so then who is Darius the
[1075] 2:07:11	me Donald wisman basically surmised from
[1076] 2:07:17	this that there was uh what we have here with
[1077] 2:07:22	the Persians is a dual Kingdom the Persians and the mes and that each kingdom had its
[1078] 2:07:30	own its own coronation and its own re Ral naming so when a king comes to the
[1079] 2:07:37	throne he takes on a name okay A Name That's Unique to his
[1080] 2:07:43	Reign and we find this uh we find this not only in say um dual King like this
[1081] 2:07:51	but other dual kingdoms as well like for example uh King James the
[1082] 2:07:57	famous King James Bible he's King James I 1 of England but he's King James I 6
[1083] 2:08:03	of Scotland okay so you can have two
