[0] 0:00	Heat. Heat.
[1845] 1:38:48	times a week.
[1846] 1:38:50	>> Yeah. Bunny greens.
[1847] 1:38:57	So, um yeah, don't have a car and um I
[1848] 1:39:02	usually have to bring uh groceries home
[1849] 1:39:04	on backpack.
[1850] 1:39:10	Okay, next one here.
[1851] 1:39:24	Okay.
[1852] 1:39:26	Uh, let's go to some take some more at
[1853] 1:39:29	questions now.
[1854] 1:39:34	I go up the hill uh in snow both ways.
[1855] 1:39:40	Well, it's up the hill when I come home.
[1856] 1:39:42	It's down the hill when I when I go to
[1857] 1:39:44	the store.
[1858] 1:39:47	Uh, Mount Pleasant is a mountain.
[1859] 1:39:55	All right, next one here.
[1860] 1:40:03	No bike. I I use a bike rather than a
[1861] 1:40:05	car for trips less than a mile. Don't
[1862] 1:40:07	own a bike. Uh I don't own a bike and um
[1863] 1:40:13	uh it's it's just it's not feasible for
[1864] 1:40:16	me to to use a bike anymore.
[1865] 1:40:19	So
[1866] 1:40:21	um yeah, it's it's Vancouver's too hilly
[1867] 1:40:24	for for really using a bike. Um
[1868] 1:40:28	practically
[1869] 1:40:31	some people in the area do do it.
[1870] 1:40:34	They're about half my age. So,
[1871] 1:40:39	okay. Next one here is
[1872] 1:40:46	uh from 18 ministries and he asks what
[1873] 1:40:48	is Montinism? Uh Montinism is basically
[1874] 1:40:53	it was um a a self-styled prophet named
[1875] 1:40:57	Montinus
[1876] 1:40:58	who used to receive revelations from the
[1877] 1:41:02	Holy Spirit along with his two
[1878] 1:41:03	prophetesses
[1879] 1:41:05	that uh were said to be equal direct
[1880] 1:41:11	uh revelations from God. Okay. So that's
[1881] 1:41:15	what's essentially what Montism is in in
[1882] 1:41:18	a nutshell at least. That's formal
[1883] 1:41:19	montanism. There's an informal monism
[1884] 1:41:21	too which is just the idea that you are
[1885] 1:41:24	receiving messages directly from God
[1886] 1:41:27	that has the same weight to scripture.
[1887] 1:41:30	So that's Montinism is in a nutshell.
[1888] 1:41:34	So hope that helps. Thank you for the
[1889] 1:41:36	super chat.
[1890] 1:41:41	Next one. What what's religious religion
[1891] 1:41:45	in James 126 mean? Do they have the same
[1892] 1:41:48	connotations as today? Well, let's take
[1893] 1:41:50	a look.
[1894] 1:41:52	James
[1895] 1:41:58	James 126.
[1896] 1:42:05	All right, we have to take this in
[1897] 1:42:06	context. So, let's start at verse 25.
[1898] 1:42:09	But one who looks intently at the
[1899] 1:42:11	perfect law, the law of liberty, and
[1900] 1:42:14	abides by it, not having become a
[1901] 1:42:16	forgetful hearer, but an effectual doer.
[1902] 1:42:20	This man shall be blessed in what he
[1903] 1:42:22	does. If anyone thinks himself to be
[1904] 1:42:25	religious,
[1905] 1:42:27	and yet does not bridle his tongue, but
[1906] 1:42:29	deceives his own heart, this man's
[1907] 1:42:32	religion is worthless.
[1908] 1:42:35	Okay?
[1909] 1:42:37	Uh this is the pure and undefiled
[1910] 1:42:39	religion in the sight of our God and
[1911] 1:42:40	father to visit orphans and widows to
[1912] 1:42:43	their distress and to keep oneself
[1913] 1:42:46	unstained by the world. Okay.
[1914] 1:42:50	Uma
[1915] 1:42:56	is the word here for religion. That's
[1916] 1:42:59	just a general term for say any
[1917] 1:43:01	religion.
[1918] 1:43:03	So it does have very similar
[1919] 1:43:05	connotations to what today basically do
[1920] 1:43:09	you have a do you believe in God? Do you
[1921] 1:43:12	have faith? The sort of characteristics
[1922] 1:43:14	that we would normally connotate with
[1923] 1:43:17	with with modern uh views of religion
[1924] 1:43:19	today. But James here is using it in a
[1925] 1:43:22	pretty specific way.
[1926] 1:43:25	He's using it in a way that's basically
[1927] 1:43:27	saying that
[1928] 1:43:30	your religion has to be more than what
[1929] 1:43:33	you just believe.
[1930] 1:43:35	You know, if you're if you're not
[1931] 1:43:37	putting your religion into practice,
[1932] 1:43:41	that's what that's what really what
[1933] 1:43:42	that's really what James is talking
[1934] 1:43:44	about here is orthopraxis, right?
[1935] 1:43:46	Practice, not so much orthodoxy,
[1936] 1:43:49	although he could definitely touch on
[1937] 1:43:51	that too. what he says applies there to
[1938] 1:43:53	that as well. But he's talking about,
[1939] 1:43:57	you know, if you're not putting your
[1940] 1:44:00	your faith into practice, if you're not
[1941] 1:44:02	walking the walk, your religion isn't
[1942] 1:44:05	worth all that much.
[1943] 1:44:08	So,
[1944] 1:44:10	uh, so when he when he talks about
[1945] 1:44:12	about, you know, religion, he's he's not
[1946] 1:44:14	saying religion is bad. He's not saying
[1947] 1:44:16	it's bad at all.
[1948] 1:44:18	So, you know, this is not this is not a
[1949] 1:44:20	support for say say some fundamentalists
[1950] 1:44:24	who will say that, oh, Christianity
[1951] 1:44:27	isn't a religion, it's a relationship.
[1952] 1:44:30	Well, that's not that's not James view
[1953] 1:44:32	here. You know, James thinks that yeah,
[1954] 1:44:36	the Christian faith is a religion. He
[1955] 1:44:39	thinks that. But he's saying that, okay,
[1956] 1:44:43	if your if your life doesn't look like
[1957] 1:44:46	what you believe,
[1958] 1:44:48	then your religion isn't worth very
[1959] 1:44:51	much.
[1960] 1:44:52	So,
[1961] 1:44:55	so yeah, that's um
[1962] 1:44:58	well that that's
[1963] 1:45:03	religion. Religion is something.
[1964] 1:45:08	>> Yeah. Yeah. where
[1965] 1:45:11	they have world.
[1966] 1:45:13	>> Yeah.
[1967] 1:45:14	>> They're not religion.
[1968] 1:45:15	>> Yeah.
[1969] 1:45:17	>> Yeah. Well, your religion is
[1970] 1:45:20	selfish.
[1971] 1:45:21	>> Yeah.
[1972] 1:45:22	>> Your religion is you.
[1973] 1:45:25	>> Yeah.
[1974] 1:45:27	So, um, so yeah, it's it's one of those
[1975] 1:45:30	things where James is is basically
[1976] 1:45:32	chiding people that, hey, yeah, you
[1977] 1:45:34	okay, great. Have faith. Faith is great.
[1978] 1:45:37	Fantastic.
[1979] 1:45:40	Just live it out, you know, do the stuff
[1980] 1:45:44	that the law,
[1981] 1:45:46	you know,
[1982] 1:45:48	encourages you to do,
[1983] 1:45:51	you know, visit the orphans and the
[1984] 1:45:53	widows. So, absolutely, it is definitely
[1985] 1:45:57	one of those things that that I think
[1986] 1:45:59	that is, you know, um again, we're not
[1987] 1:46:04	going to overstate what James is saying
[1988] 1:46:06	here. He's not saying again, he's not
[1989] 1:46:08	saying religion is bad. He's not saying
[1990] 1:46:10	faith is is is worthless. He's saying
[1991] 1:46:14	faith is made complete
[1992] 1:46:16	through right practice as well. Okay.
[1993] 1:46:19	So, I hope that helps. Thank you very
[1994] 1:46:20	much for the super chat. Very much
[1995] 1:46:22	appreciated.
[1996] 1:46:28	James 1:19. Should we be quick to
[1997] 1:46:31	forgive? Okay. 119.
[1998] 1:46:35	This you know my beloved brethren, but
[1999] 1:46:38	let everyone be quick to hear, slow to
[2000] 1:46:40	speak, slow to anger, for the anger of
[2001] 1:46:44	man does not achieve the righteousness
[2002] 1:46:45	of God.
[2003] 1:46:48	Okay. Um
[2004] 1:46:50	while this doesn't touch directly on
[2005] 1:46:52	forgiveness as far as I can tell, um we
[2006] 1:46:55	can infer from this that one should be
[2007] 1:46:59	quick to forgive. You know, forgiveness
[2008] 1:47:01	is something that we're called upon. you
[2009] 1:47:04	know, we should not withhold forgiveness
[2010] 1:47:07	begrudgingly. You know, um I've always
[2011] 1:47:10	made it a philosophy to be quick to
[2012] 1:47:12	forgive.
[2013] 1:47:13	Um and I know that doesn't always come
[2014] 1:47:15	easy. It's not always come easy, but
[2015] 1:47:19	it's also that
[2016] 1:47:22	we should if we emulate the forgiveness
[2017] 1:47:27	that God showed us, then we should also
[2018] 1:47:31	bestow that forgiveness upon all that
[2019] 1:47:34	ask.
[2020] 1:47:36	Now, here's the thing. Here's here's
[2021] 1:47:37	show the counterbalance to this. If
[2022] 1:47:40	someone doesn't ask forgiveness and
[2023] 1:47:41	doesn't want forgiveness,
[2024] 1:47:44	you really can't forgive them. Yes, you
[2025] 1:47:46	can let it go.
[2026] 1:47:48	You can say, "Okay, even though you you
[2027] 1:47:51	aren't sorry for what you did to me,
[2028] 1:47:54	that I'm not going to drag it with me."
[2029] 1:47:57	You know, it's like, you can do that.
[2030] 1:48:01	That's that's fine. But that's not
[2031] 1:48:03	really forgiveness.
[2032] 1:48:05	It's letting something go is not the
[2033] 1:48:08	same as just forgiving it outright.
[2034] 1:48:12	Okay. Um
[2035] 1:48:15	when the Bible talks about forgiveness,
[2036] 1:48:18	you know, he forgives sins that, you
[2037] 1:48:20	know, we are not clinging to.
[2038] 1:48:24	Okay? I mean if we do not for if we do
[2039] 1:48:27	not if we are sort of grabbing onto a
[2040] 1:48:31	sin and holding on to it for dear life
[2041] 1:48:34	then there's not forgiveness there.
[2042] 1:48:38	So
[2043] 1:48:42	yeah, Graham Pong says forgiving does
[2044] 1:48:43	not mean I don't um
[2045] 1:48:46	I don't protect myself from future
[2046] 1:48:48	offenses. Well, yeah, sure. But
[2047] 1:48:55	so um
[2048] 1:49:04	uh
[2049] 1:49:06	but yeah that's that's that's really
[2050] 1:49:08	what we're talking about here when we
[2051] 1:49:09	talk about quick to forgive. If someone
[2052] 1:49:11	if your brother comes and asks for
[2053] 1:49:12	forgiveness 70* 7 basically forever
[2054] 1:49:18	>> doesn't mean
[2055] 1:49:20	>> it doesn't mean you get to count. Okay.
[2056] 1:49:22	It's not what 70* 7 means. It's not that
[2057] 1:49:25	>> 127.
[2058] 1:49:30	You're at 489. You got one more round of
[2059] 1:49:32	forgiveness left.
[2060] 1:49:35	>> No, that's not what it means. Okay. whip
[2061] 1:49:38	out tablet and you're like whip out your
[2062] 1:49:41	phone on the app.
[2063] 1:49:42	>> Yeah. It's
[2064] 1:49:43	>> Yeah. You're not going to Don't Don't
[2065] 1:49:44	keep track of people's forgiving on your
[2066] 1:49:47	phone app.
[2067] 1:49:47	>> We could make a fortune off that. The
[2068] 1:49:50	forgiveness.
[2069] 1:49:51	>> The forgiveness app. Huh.
[2070] 1:49:53	>> Type in their name where you're at.
[2071] 1:49:59	Um,
[2072] 1:50:04	Squatworth Orthan says, "Forgiving is
[2073] 1:50:05	cathartic for the forgiver. Secondary
[2074] 1:50:08	importance to those being forgiven."
[2075] 1:50:11	Um, no. It's actually kind of the
[2076] 1:50:13	opposite.
[2077] 1:50:15	Here's here's a great example. Okay,
[2078] 1:50:19	let's say
[2079] 1:50:22	um let's say that a husband cheats on a
[2080] 1:50:26	wife. Okay. Husband has an affair
[2081] 1:50:30	and you know it's a one night stand. He
[2082] 1:50:34	comes back to his wife and he asks his
[2083] 1:50:38	wife for forgiveness.
[2084] 1:50:41	Okay. And she forgives him. Okay.
[2085] 1:50:47	Who's the one that experiences catharsis
[2086] 1:50:49	here?
[2087] 1:50:52	It's not the forgiver.
[2088] 1:50:54	It's the forgiven.
[2089] 1:50:58	The wife is the hurt party.
[2090] 1:51:01	She will always be the hurt party.
[2091] 1:51:05	Okay? You can't have a betrayal like
[2092] 1:51:08	that and not forever carry that around
[2093] 1:51:11	with you.
[2094] 1:51:14	Forgiving is
[2095] 1:51:16	cathartic for the one seeking
[2096] 1:51:19	forgiveness.
[2097] 1:51:21	And when it's granted,
[2098] 1:51:23	they can move on.
[2099] 1:51:26	But the one who gives forgiveness,
[2100] 1:51:28	they carry it.
[2101] 1:51:31	They carry it. And that's human nature.
[2102] 1:51:35	It is human nature to when one is hurt
[2103] 1:51:38	to that degree
[2104] 1:51:40	to carry that with you. Even if you
[2105] 1:51:43	forgive,
[2106] 1:51:45	okay?
[2107] 1:51:46	>> But forgiving people
[2108] 1:51:49	>> so
[2109] 1:51:50	>> doesn't mean you drop all your
[2110] 1:51:52	boundaries. No, no, it doesn't mean you
[2111] 1:51:53	drop all your boundaries, but let's This
[2112] 1:51:55	is just This is just talking about who
[2113] 1:51:58	who benefits more.
[2114] 1:52:02	The person who forgives or the person
[2115] 1:52:05	who's forgiven?
[2116] 1:52:08	Really, the person who's forgiven
[2117] 1:52:11	benefits more
[2118] 1:52:14	than the one who forgives
[2119] 1:52:17	because the one who forgives is
[2120] 1:52:19	foregoing retribution.
[2121] 1:52:22	The one who forgives
[2122] 1:52:25	gives um
[2123] 1:52:28	is basically saying, "I'm going to let
[2124] 1:52:30	this go. I'm going to I'm I don't need
[2125] 1:52:33	retribution."
[2126] 1:52:36	Okay? Because frankly, if there's
[2127] 1:52:38	retribution, that's not forgiveness.
[2128] 1:52:39	That's recompense.
[2129] 1:52:42	That's a that's a quid proquo exchange
[2130] 1:52:45	of hurts.
[2131] 1:52:48	So the person who forgives agrees to let
[2132] 1:52:51	it go.
[2133] 1:52:55	So
[2134] 1:53:06	>> uh Dark Blade asks, "Will the offended
[2135] 1:53:09	party be an an emotionally recovered in
[2136] 1:53:11	an emotionally covered state once in
[2137] 1:53:13	heaven?" Yes. Once in heaven, you know,
[2138] 1:53:16	Christ has promised that every hurt
[2139] 1:53:18	shall be healed. Okay? You know, we see
[2140] 1:53:22	this with the tree of life where the the
[2141] 1:53:24	leaves are have a sav to heal the
[2142] 1:53:27	nations. So, that is part of it.
[2143] 1:53:34	But, you know,
[2144] 1:53:37	it's it's one of those things where, you
[2145] 1:53:40	know, the offended party is always going
[2146] 1:53:43	to be the more hurt in the situation.
[2147] 1:53:47	You know, put a couple bullets in a
[2148] 1:53:49	person. They might live through the
[2149] 1:53:50	bullets and the guy might come and ask
[2150] 1:53:53	for forgiveness, but you're still
[2151] 1:53:55	dealing with the holes in you.
[2152] 1:53:59	Yes, they may heal eventually.
[2153] 1:54:05	or you may never get over it. It'll take
[2154] 1:54:07	time.
[2155] 1:54:09	>> Yeah.
[2156] 1:54:15	>> Forgive those who have
[2157] 1:54:22	Scott says, "Forgiving those that have
[2158] 1:54:24	attempted to kill me set me free." Did
[2159] 1:54:26	they ask for forgiveness?
[2160] 1:54:28	it. You're you're confusing letting
[2161] 1:54:30	something go with forgiveness.
[2162] 1:54:34	It's not the same. Anybody can just let
[2163] 1:54:37	something go.
[2164] 1:54:39	And and that's a healthy thing to do. It
[2165] 1:54:41	can be a very healthy thing to let an
[2166] 1:54:44	offense go.
[2167] 1:54:46	>> But also,
[2168] 1:54:46	>> but that's not forgiveness.
[2169] 1:54:49	>> Forgiving doesn't
[2170] 1:54:52	>> Yeah. It's not
[2171] 1:54:53	>> big.
[2172] 1:54:55	>> Yeah. who who acts wrongly against.
[2173] 1:54:59	>> Yeah.
[2174] 1:54:59	>> There is no given.
[2175] 1:55:02	>> Yeah.
[2176] 1:55:03	So, it's it's it's one of those things
[2177] 1:55:06	where you know forgiveness if if
[2178] 1:55:10	somebody doesn't want forgiveness, you
[2179] 1:55:12	can't forgive them. You can let it go
[2180] 1:55:17	because forgiving is the act of somebody
[2181] 1:55:21	coming up to you, apologizing, saying
[2182] 1:55:24	they were wrong or whatever it is and
[2183] 1:55:27	seeking your permission
[2184] 1:55:32	to to not hold it against them. Now, you
[2185] 1:55:35	can decide on your own to not hold it
[2186] 1:55:37	against them anyway. That's letting it
[2187] 1:55:40	go. But that's known actually
[2188] 1:55:41	forgiveness.
[2189] 1:55:44	See, one of the problems we have in our
[2190] 1:55:45	culture right now
[2191] 1:55:49	is that
[2192] 1:55:53	we don't know how to apologize anymore.
[2193] 1:55:55	People don't apologize. We have a very
[2194] 1:55:57	proud culture.
[2195] 1:55:59	We have a we have we have a very proud
[2196] 1:56:02	proud culture where no one apologizes
[2197] 1:56:05	and everyone wants to pound a flesh.
