[0] 0:00	[Music] n
[1019] 2:02:20	up here like for example one of my favorites this is one of my favorites the biblically accurate death
[1020] 2:02:25	[Laughter]
[1021] 2:02:34	threat but only only like two people bought the mug so it's like okay yeah we
[1022] 2:02:41	could do this stuff uh but you know nobody buys it so it's like we're not
[1023] 2:02:46	going to put a lot of effort into stuff nobody buys essentially
[1024] 2:02:56	it yeah uh if it might might might end up doing an infographic at some point
[1025] 2:03:03	but it would be along these lines it would be something where we would say
[1026] 2:03:09	okay we've got a book like for example when we do say our book on The Exodus
[1027] 2:03:15	which we're still doing still planning uh I got to get that proposal out um
[1028] 2:03:23	but the um once we do the say the a Exodus book
[1029] 2:03:29	then we have all the pictures and all the graphics already after that then doing an infographic poster is not such
[1030] 2:03:36	a big deal doing one before all that work though is
[1031] 2:03:43	so um so it's one of those things where we
[1032] 2:03:49	sort of have to weigh our time we we have to weigh our time what was what's it worth our time doing what's not you
[1033] 2:03:56	know in the case of the doing the map of um the peoples of the ancient new East
[1034] 2:04:02	we had that done for the
[1035] 2:04:12	video uh might be oh okay Shem Rufus uh senton says
[1036] 2:04:21	probably he meant to he will pay so that thing will be done okay well um we are
[1037] 2:04:29	open to that we do do commission work um we've done commission work before so
[1038] 2:04:37	yeah we're open to that Prospect so I mean if that's what what you meant then maybe
[1039] 2:04:46	yeah uh bub machine how big is the mug I have a rather large Hello Kitty mug next to me and want to compare it's it's it's
[1040] 2:04:53	a regularized mug so it's um this
[1041] 2:04:58	size okay it's your regular sort of coffee mug oh and this is one of
[1042] 2:05:05	our the Bible coffee
[1043] 2:05:16	mugs if it was a different color I'd buy it I laugh loud like purple um I'd have
[1044] 2:05:21	to see uh they do come in other colors well the not the black one the black one
[1045] 2:05:26	doesn't uh this particular mug the Mr EC one comes in various colors but uh uh
[1046] 2:05:33	you'd have to look at Teespring to see what we offer there for that um unfortunately to get the really dark
[1047] 2:05:40	black ones they can only come in the black or white okay so you kind of have
[1048] 2:05:45	to choose the color for for these ones uh they also offer a different kind of mug where it it's um cuz it's not the
[1049] 2:05:54	whole thing that they color it's only sort of the outside of it
[1050] 2:06:04	so oh the store does the store have badges buttons
[1051] 2:06:11	patches I don't know um you know I I don't know I don't
[1052] 2:06:17	think they have patches they might have um or buttons they might I know they have
[1053] 2:06:24	stickers I know they have stickers but that's not the same um I mean ironon patches would be
[1054] 2:06:31	cool we're kind of limited in what sort of merchandise uh Teespring
[1055] 2:06:37	offers so it's not as it's not as a diverse uh
[1056] 2:06:43	store as say some other manufacturers the the main advantage is that they are
[1057] 2:06:49	well integrated with YouTube you know their partner it doesn't cost
[1058] 2:06:54	us yeah yeah that's the other thing too where there's no upfront costs to us for
[1059] 2:07:01	using Teespring again because it's uh because it's a um it's a partner
[1060] 2:07:08	with
[1061] 2:07:15	them uh mama says my teenagers really like buttons as badges as well well I can look into it I can look into it
[1062] 2:07:22	uh I don't know if it's viable but we'll look into it and we'll see
[1063] 2:07:30	okay all right uh next Super Chat is from mechanique for $5 thank you
[1064] 2:07:37	for the Super Chat perhaps the details are unknown but
[1065] 2:07:42	can you compare Zechariah 110 and 410 uh this apparently apparent
[1066] 2:07:49	similarity interests me um okay let's take a
[1067] 2:07:55	look got a lot of questions on Zechariah in the last couple weeks very
[1068] 2:08:03	interesting funny how these things sort of Rise and Fall you know we've been doing this now
[1069] 2:08:09	for four years and this like the first like like we've had now uh like four
[1070] 2:08:16	weeks of zarak questions so cool
[1071] 2:08:22	all right and the man who was standing in the Myrtle trees answered these are those whom the Lord has sent to patrol
[1072] 2:08:28	the Earth okay talking about the
[1073] 2:08:36	horsemen and then
[1074] 2:08:42	410 for who has despised the days of small things but these seven will be
[1075] 2:08:47	glad to see when they see the plum line in the hand of a rubble ball and the
[1076] 2:08:53	eyes of the Lord will range to and fro throughout the Earth okay two and fro from the
[1077] 2:09:04	earth 110
[1078] 2:09:10	again yeah so that whole idea of Patrol the Earth and true and walk the earth
[1079] 2:09:15	versus um um to and fro uh it does seem to be a
[1080] 2:09:24	common theme in Zechariah of these things um you know
[1081] 2:09:30	the the horsemen and uh you know patrolling the Earth you know looking to
[1082] 2:09:36	steal peace and uh assert God's Wrath
[1083] 2:09:42	so I think that is common language between Zechariah 110 and
[1084] 2:09:47	410 but anything more than that it's hard to say
[1085] 2:09:55	um so you'd probably have to give me a little more detail on what you think the
[1086] 2:10:00	similarity is uh for me to comment further but there is a similarity
[1087] 2:10:07	between the two texts there's no doubt about it but again this is probably common um common um uh vernacular for
[1088] 2:10:18	Zechariah so he's using this as a common phrase and so this is an interesting point
[1089] 2:10:25	because we do find that authors have pet phrases phrases they
[1090] 2:10:37	enjoy mechan says I just meant similar language yeah that is that is actually a
[1091] 2:10:43	very good point is that that similarity of language that similarity of language is
[1092] 2:10:51	true in Zechariah um but as I said too authors commonly do this they have
[1093] 2:10:58	their pet phrases in fact one of the things is you have to be careful sometimes
[1094] 2:11:06	that as an author especially a fiction author that there's pet phrases that people do
[1095] 2:11:15	use and you have to be cognizant of of that
[1096] 2:11:23	so you know it's one of those things that uh that can be used to
[1097] 2:11:32	establish that you have the same author throughout a particular text so yeah it
[1098] 2:11:38	is neat I totally admit that is neat that there is that similarity of language in
[1099] 2:11:45	Zechariah so it does sort of one of those things that inadvertedly speaks to
[1100] 2:11:52	um single single authorship here so that helped thank you very much for the Super
[1101] 2:11:58	Chat very much appreciate it okay bubble machine
[1102] 2:12:04	[Laughter] asks did you know that you can cro
[1103] 2:12:10	crochet plushies blink blink blink blink what you want plushies of Mr EC
[1104] 2:12:22	[Laughter]
[1105] 2:12:27	or the velocir rabbit oh we would love we would love to
[1106] 2:12:34	do stuffed animals for on the channel you know a Mr EC stuffed animal oh by
[1107] 2:12:40	the way if you if we do see you at etss in San Diego Mr E will be with us M Mr E comes
[1108] 2:12:48	with us to ETS um it was really it was a real riot at
[1109] 2:12:54	ETS cuz you know we had uh we had Scholars come up to us and
[1110] 2:13:02	want to get selfies with Mr [Laughter]
[1111] 2:13:09	EC it's hysterically [Laughter]
[1112] 2:13:14	funny Mr EC stocking stuffers
[1113] 2:13:27	uh daughter of the most high do I need to watch The Bunny video to get the joke no you don't
[1114] 2:13:34	um the velocir rabbit it's the music on this channel is
[1115] 2:13:40	all done by velocir rabbit okay that's the name of the uh it's my it's my musical pen name
[1116] 2:13:53	um yeah velocir rabbit is my well Mr EC does look like a bit like a frog um he's
[1117] 2:14:00	actually meant to look like um gorgus catulus you know the guy with the big
[1118] 2:14:05	hair on Ancient Aliens um but velocir rabbit was um I
[1119] 2:14:13	used to go to a church where if you were had musical Talent uh they would sort of try to rope
[1120] 2:14:21	you into the music Ministry so if people had found out when I went
[1121] 2:14:27	to that church that I had musical Talent it would be well why aren't you
